press_release_id,release_date,company_name,source,source_url,language,lang_norm,true_cid,true_notes,pred_cid,title,snippet,pred_category,pred_prob,pred_margin,margin_band,decision,top3_cids,top3_probs
198ad8dacd7815ab,2025-08-15,Nasdaq Company News,gmail,,,other,admission_listing,,admission_listing,LISTING OF LEVERAGE CERTIFICATES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF LEVERAGE CERTIFICATES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-15 13:46:38 CEST COMPANY Stockholm AB - First North - Securitized Derivatives LISTING OF LEVERAGE CERTIFICATES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-15 LEVERAGE CERTIFICATES (Record Id 313167) COMPANY Stockholm has decided to list 2 certificate(s) issued by Morgan Stanley & Co. International Plc with effect from 2025-08-18. The certificate(s) will be listed on the NSDX segment of the COMPANY First North Sweden. (STO Leverage Certificates Extend ME) Please find instrume,Admission / Listing,0.0534,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""admission_delisting"", ""equity_actions_non_buyback""]","[0.0534, 0.0534, 0.0531]"
197fb762dd404059,2025-07-11,Alvotech,gmail,,,other,other_corporate_update,,admission_listing,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 7, 2025 News COMPANY Expands its Capacity in Assembly and Packaging with the Acquisition of Ivers-Lee in Switzerland COMPANY Appoints Linda Jónsdóttir as Chief Financial Officer SEC Filing 6-K 6-K ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $9.26 $8.93 $8.82 $8.65 $8.62 Last Trade $9.02 $8.81 $8.74 $8.73 $8.52 Price Change -$0.17 -$0.21 -$0.07 -$0.01 -$0.21 Percent Change -1.85% -2.33% -0.79% -0.11% -2.41% Day High $9.26 $9.00 $8.92 $8.86 $8.80 Day Low $8.93 $8.81 $8.73 $8.55 $8.50 Volume 180,003 157,380 137,562 206,073 ",Admission / Listing,0.0531,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""equity_actions_non_buyback"", ""admission_delisting""]","[0.0531, 0.0531, 0.0531]"
19841335422341a8,2025-07-25,AstraZeneca,gmail,,,other,product_launch_partnership,CHMP positive opinion regulatory approval step for product,admission_listing,Trixeo Aerosphere receives positive EU CHMP opinion as first inhaled medicine using next-generation propellant with near-zero Global Warming Potential,"Click here (to view online. Add this email (mailto:) to your safelist. COMPANY logo Trixeo Aerosphere receives positive EU CHMP opinion as first inhaled medicine using next-generation propellant with near-zero Global Warming Potential 25 July 2025 COMPANY's Trixeo Aerosphere (budesonide/glycopyrronium/formoterol fumarate or BGF), already licensed for the treatment of chronic obstructive pulmonary disease (COPD) in adults, has received a positive opinion from the Committee for Medicinal Products for Human Use (CHMP) of the European Medicines Agency, endorsing it for use in the European Union (E",Admission / Listing,0.0532,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""incidents_controversies"", ""product_launch_partnership""]","[0.0532, 0.0531, 0.0531]"
198439664f07073b,2025-07-25,Alvotech,gmail,,,other,other_corporate_update,,admission_listing,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 21, 2025 ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $8.64 $8.65 $8.72 $9.19 $9.23 Last Trade $8.64 $8.68 $9.16 $9.16 $9.61 Price Change +$0.01 +$0.04 +$0.48 --- +$0.45 Percent Change +0.12% +0.46% +5.53% 0.00% +4.91% Day High $8.91 $8.71 $9.18 $9.20 $9.62 Day Low $8.57 $8.51 $8.68 $9.04 $9.20 Volume 228,538 174,372 386,732 207,166 292,955 Visit the website → You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15-19, 102, Reykjavik,, Icel",Admission / Listing,0.0534,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""admission_delisting"", ""equity_actions_non_buyback""]","[0.0534, 0.0534, 0.0532]"
198a92fc76f83a4a,2025-08-14,Nasdaq Company News,gmail,,,other,admission_listing,,admission_listing,LISTING OF TURBO WARRANTS ISSUED BY NORDEA BANK ABP,"LISTING OF TURBO WARRANTS ISSUED BY NORDEA BANK ABP Published: 2025-08-14 17:25:36 CEST COMPANY Stockholm AB - First North - Securitized Derivatives LISTING OF TURBO WARRANTS ISSUED BY NORDEA BANK ABP NOTICE 2025-08-14 TURBO WARRANTS (Record Id 313096) COMPANY Stockholm has decided to list 10 warrant(s) issued by Nordea Bank Abp with effect from 2025-08-15. The warrant(s) will be listed on the NSDX segment of the COMPANY First North Sweden. (STO Warrants Extend ME) Please find instrument identifiers in the attached document. COMPANY Stockholm AB, Issuer Surveillance,, 46 8 405 7280 Attachments",Admission / Listing,0.0536,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""equity_actions_non_buyback"", ""capital_raise_rights_issue""]","[0.0536, 0.0536, 0.0534]"
198a8cea55693b6a,2025-08-14,Nasdaq Company News,gmail,,,other,admission_listing,,admission_listing,LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-14 15:39:30 CEST COMPANY Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-14 MINI FUTURES (Record Id 313047) COMPANY Stockholm has decided to list 2 warrant(s) issued by Morgan Stanley & Co. International Plc with effect from 2025-08-15. The warrant(s) will be listed on the NSDX segment of the COMPANY First North Sweden. (STO Warrants) Please find instrument identifiers in the attached document. COMPANY Stockholm,Admission / Listing,0.0535,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""equity_actions_non_buyback"", ""admission_delisting""]","[0.0535, 0.0534, 0.0534]"
198ade64ed41cab5,2025-08-15,Nasdaq Company News,gmail,,,other,admission_listing,,admission_listing,LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC,LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC Published: 2025-08-15 15:23:27 CEST COMPANY Stockholm AB - First North - Securitized Derivatives LISTING OF MINI FUTURES ISSUED BY MORGAN STANLEY & CO. INTERNATIONAL PLC NOTICE 2025-08-15 MINI FUTURES (Record Id 313180) COMPANY Stockholm has decided to list 4 warrant(s) issued by Morgan Stanley & Co. International Plc with effect from 2025-08-18. The warrant(s) will be listed on the NSDX segment of the COMPANY First North Sweden. (STO Warrants Extend ME) Please find instrument identifiers in the attached document. COMPANY,Admission / Listing,0.0534,0.0,hard,needs_review_low_sim,"[""admission_listing"", ""equity_actions_non_buyback"", ""admission_delisting""]","[0.0534, 0.0534, 0.0534]"
198c947f64b39ff0,2025-08-20,John Bean Technologies Corporation,gmail,,,other,other_corporate_update,,admission_listing,End of Day Stock Quote,"NYSE:JBTM Last Price 139.51 Change -1.38 Volume 238,676 % Change -0.98% Day High 140.21 52 Week High 145.64 Day Low 138.78 52 Week Low 82.64 Today's Open 140.14 Previous Close 140.89 8/20/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/20/2025 4:59:50 PM Powered by Q4 Inc.",Admission / Listing,0.0538,0.0002,hard,needs_review_low_sim,"[""admission_listing"", ""dividend"", ""equity_actions_non_buyback""]","[0.0538, 0.0536, 0.0535]"
198befb22357848e,2025-08-18,John Bean Technologies Corporation,gmail,,,other,other_corporate_update,,admission_listing,End of Day Stock Quote,"NYSE:JBTM Last Price 139.21 Change 0.71 Volume 244,993 % Change 0.51% Day High 140.67 52 Week High 145.64 Day Low 138.90 52 Week Low 82.64 Today's Open 138.91 Previous Close 138.50 8/18/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/18/2025 4:59:44 PM Powered by Q4 Inc.",Admission / Listing,0.0538,0.0002,hard,needs_review_low_sim,"[""admission_listing"", ""dividend"", ""equity_actions_non_buyback""]","[0.0538, 0.0536, 0.0535]"
198c2a3755b3c2cd,2025-08-19,Nasdaq Company News,gmail,,,other,admission_listing,,admission_listing,Last day of trading in Golden Ocean Group Limited,"Last day of trading in Golden Ocean Group Limited Published: 2025-08-19 16:02:27 CEST COMPANY Stockholm AB - First North Growth Market - Equities Last day of trading in Golden Ocean Group Limited Oslo Børs has decided to delist Golden Ocean Group Limited as of August 19, 2025. Consequently, trading in shares admitted to trading on the First North NOK segment at COMPANY Stockholm AB has ceased. Short name: GOGLo ISIN code: BMG396372051 Order book ID: 108031 The last day of trading is August 19, 2025. For further information concerning this exchange notice please contact Issuer Surveillance Stoc",Admission / Listing,0.0602,0.004,hard,needs_review_low_sim,"[""admission_listing"", ""admission_delisting"", ""equity_actions_non_buyback""]","[0.0602, 0.0562, 0.0529]"
198bbceaa715623e,2025-08-18,Nasdaq Company News,gmail,,,other,debt_bond_issue,,agm_egm_governance,"Nr. 71, 2025 - Ekstraordinære indfrielser (CK93) pr. 15. august 2025","Nr. 71, 2025 - Ekstraordinære indfrielser (CK93) pr. 15. august 2025 Offentliggjort: 2025-08-18 08:12:04 CEST Nordea Kredit Realkreditaktieselskab - Intern viden Nr. 71, 2025 - Ekstraordinære indfrielser (CK93) pr. 15. august 2025 Nordea Kredit offentliggør hermed den ugentlige oversigt over førtidige indfrielser af konverterbare lån til fremtidige terminer. Oplysningerne er omfattet af offentliggørelseskravet i lov om kapitalmarkeder § 24, og er også offentliggjort via COMPANY Copenhagen. Spørgsmål kan rettes til Lone Andersen på telefon 55 46 98 33. Venlig hilsen Nordea Kredit Realkreditakti",AGM/EGM & governance,0.0541,0.0,hard,needs_review_low_sim,"[""agm_egm_governance"", ""debt_bond_issue"", ""capital_raise_rights_issue""]","[0.0541, 0.0541, 0.0531]"
198c7b11841a926c,2025-08-20,Novo Nordisk,gmail,,,other,product_launch_partnership,,agm_egm_governance,COMPANY to present Wegovy® and Ozempic® data showing life-saving cardiovascular benefits for people living with obesity and type 2 diabetes at the European Society of Cardiology Congress 2025,"Data to highlight the impact of Wegovy ® (semaglutide 2.4 mg) on atrial fibrillation - a common heart rhythm condition - in people living with obesity (SELECT study) Additional Rybelsus ® and Ozempic ® data demonstrate new cardiometabolic benefits (improvements in heart and metabolic health) in people living with type 2 diabetes (SOUL and STRIDE studies) New insights into the role of inflammation in cardiovascular disease on mortality and major cardiovascular events in people living with inflammation in the heart vessels Bagsværd, Denmark, 20 August 2025 - COMPANY today announced new data show",AGM/EGM & governance,0.0531,0.0,hard,needs_review_low_sim,"[""agm_egm_governance"", ""dividend"", ""admission_delisting""]","[0.0531, 0.0531, 0.0531]"
197c4adff1b08926,2025-07-01,Asker Healthcare Group AB,gmail,,,other,mna,,agm_egm_governance,Acquisition of Scan Modul,"[*] Acquisition of Scan Modul COMPANY Healthcare Group has signed an agreement to acquire 100 per cent of the shares in Scan Modul International Holding B.V. Based in the Netherlands Scan Modul is a leading provider of hospital workflow solutions for smart and safe logistics. [*] ""Scan Modul will be an excellent complement to our existing offering. We are already selling the products that are stored in their solutions in the same markets, and now we can offer an even more comprehensive solution to support nurses and doctors in their daily work. We are pleased to welcome the team from Scan Modu",AGM/EGM & governance,0.0531,0.0001,hard,needs_review_low_sim,"[""agm_egm_governance"", ""share_buyback"", ""product_launch_partnership""]","[0.0531, 0.053, 0.053]"
197d788514939ade,2025-07-04,Arion Bank,gmail,,,other,mna,,agm_egm_governance,COMPANY reiterates interest to enter merger negotiations with Kvika,"The board of directors of COMPANY today reiterated its interest to the board of Kvika banki hf. (hereafter Kvika) to enter merger negotiations. As previously announced, the board of COMPANY decided at its meeting on Tuesday 27 May to request merger negotiations with Kvika. The board of directors of Kvika responded to this request on Friday 13 June. In its response the board of Kvika stated that it did not see grounds to commence merger negotiations with COMPANY in its opinion COMPANY's proposal did not reflect the value of Kvika. However, the board of Kvika noted that if the board of COMPANY w",AGM/EGM & governance,0.0534,0.0001,hard,needs_review_low_sim,"[""agm_egm_governance"", ""personnel_management_change"", ""other_corporate_update""]","[0.0534, 0.0533, 0.0533]"
198838b9adf96ee2,2025-08-07,Asker Healthcare Group AB,gmail,,,other,mna,,agm_egm_governance,Acquisition of HNC,"[*] Acquisition of HNC COMPANY Healthcare Group has acquired 100 per cent of the shares in Health Net Connections Limited (""HNC""), a leading provider of healthcare software for digital diagnostic imaging, ultrasound reporting and secure data-exchange to hospitals and private clinics across the UK. [*] ""We are pleased to welcome HNC to the COMPANY family. The team has a proven track record of successful software implementations that help healthcare professionals safely manage patient data, enhance workflow, and save time. With this bolt-on acquisition to the HSL Group, we further strengthen our",AGM/EGM & governance,0.053,0.0001,hard,needs_review_low_sim,"[""agm_egm_governance"", ""orders_contracts"", ""product_launch_partnership""]","[0.053, 0.0529, 0.0529]"
198dfd186ac1cc95,2025-08-25,Nasdaq Company News,gmail,,,other,debt_bond_issue,,agm_egm_governance,"Nr. 73, 2025 - Ekstraordinære indfrielser (CK93) pr. 22. august 2025","Nr. 73, 2025 - Ekstraordinære indfrielser (CK93) pr. 22. august 2025 Offentliggjort: 2025-08-25 08:00:05 CEST Nordea Kredit Realkreditaktieselskab - Intern viden Nr. 73, 2025 - Ekstraordinære indfrielser (CK93) pr. 22. august 2025 Nordea Kredit offentliggør hermed den ugentlige oversigt over førtidige indfrielser af konverterbare lån til fremtidige terminer. Oplysningerne er omfattet af offentliggørelseskravet i lov om kapitalmarkeder § 24, og er også offentliggjort via COMPANY Copenhagen. Spørgsmål kan rettes til Lone Andersen på telefon 55 46 98 33. Venlig hilsen Nordea Kredit Realkreditakti",AGM/EGM & governance,0.0541,0.0001,hard,needs_review_low_sim,"[""agm_egm_governance"", ""debt_bond_issue"", ""capital_raise_rights_issue""]","[0.0541, 0.054, 0.0531]"
198a91ada5d6ab3f,2025-08-14,Dataproces Group A/S,gmail,,,other,agm_egm_governance,,agm_egm_governance,Proceedings of annual general assembly in COMPANY,"Proceedings of annual general assembly in COMPANY Published: 2025-08-14 17:02:43 CEST COMPANY - Decisions of general meeting Proceedings of annual general assembly in COMPANY 14.8.2025 17:02:43 CEST | COMPANY | Decisions of general meeting Company announcement no. 14/2025: COMPANY held the annual general assembly on the 14th of August 2025. Thursday the 14 th of August 2025 at 4pm, COMPANY held the annual general assembly where the following was decided in accordance with the items on the agenda: The general assembly took note of the report on COMPANY' corporation in 2024/25. The general assem",AGM/EGM & governance,0.0555,0.0018,hard,needs_review_low_sim,"[""agm_egm_governance"", ""personnel_management_change"", ""dividend""]","[0.0555, 0.0537, 0.0536]"
198ec74beee03085,2025-08-27,Addtech,gmail,,,other,agm_egm_governance,,agm_egm_governance,Annual General Meeting of COMPANY 27 August 2025,"[*] Annual General Meeting of COMPANY 27 August 2025 Resolutions at today's Annual General Meeting (""AGM"") of COMPANY (the ""Company""), and the ensuing statutory Board of Directors Meeting, included, inter alia, the following: Dividend A dividend of SEK 3.20 per share was declared. Record date for the dividend was confirmed to be 29 August 2025. The dividend is expected to be remitted by Euroclear Sweden AB on 3 September 2025. Adoption of the Profit and Loss Statements and the Balance Sheets The AGM resolved to adopt the Profit and Loss Statement and the Balance Sheet for the Company as well a",AGM/EGM & governance,0.0571,0.0031,hard,needs_review_low_sim,"[""agm_egm_governance"", ""dividend"", ""personnel_management_change""]","[0.0571, 0.054, 0.0536]"
198c17dbdba1164d,2025-08-19,Pricer AB,gmail,,,other,agm_egm_governance,,agm_egm_governance,Kommuniké från extra bolagsstämma 2025 i COMPANY,Kommuniké från extra bolagsstämma 2025 i COMPANY Publicerad: 2025-08-19 10:41:30 CEST COMPANY - Ändring av styrelse/ledning/revisor Kommuniké från extra bolagsstämma 2025 i COMPANY Extra bolagsstämman i COMPANY ägde rum den 19 augusti 2025. Följande huvudsakliga beslut fattades: Styrelse Extra bolagsstämman beslutade att styrelsen ska bestå av sex (6) ledamöter utan suppleanter. Extra bolagsstämman beslutade om nyval av Giulia Nobili till styrelseledamot för tiden intill slutet av nästa årsstämma. Giulia Nobili ska inte erhålla något styrelsearvode. För mer detaljerad information om innehållet,AGM/EGM & governance,0.0573,0.004,hard,needs_review_low_sim,"[""agm_egm_governance"", ""personnel_management_change"", ""equity_actions_non_buyback""]","[0.0573, 0.0534, 0.0528]"
198bc06ea83218c9,2025-08-18,MT Højgaard Holding A/S,gmail,,,other,agm_egm_governance,,agm_egm_governance,Business transacted at COMPANY' Extraordinary General Meeting,Business transacted at COMPANY' Extraordinary General Meeting Published: 2025-08-18 09:13:45 CEST COMPANY - Decisions of general meeting COMPANY: Business transacted at COMPANY' Extraordinary General Meeting On Monday 18 August 2025 the Extraordinary General Meeting of COMPANY was held with the following agenda: Election of members to the Board of Directors Re item 1 The Board members Anders Lindberg and Janda Campos stepped down from the Board. The general meeting elected Christian Poulsen and Marie Louise Hansen as new members of the Board of Directors. The Board of Directors hereby consists,AGM/EGM & governance,0.0589,0.0055,hard,needs_review_low_sim,"[""agm_egm_governance"", ""personnel_management_change"", ""other_corporate_update""]","[0.0589, 0.0534, 0.0533]"
198ef87c6ec0076d,2025-08-28,Bioretec Oy,gmail,,,other,equity_actions_non_buyback,,capital_raise_rights_issue,"COMPANY: Notification in accordance with chapter 9, section 10 of the Securities Market Act on a change in holdings (W&M GmbH)","COMPANY: Notification in accordance with chapter 9, section 10 of the Securities Market Act on a change in holdings (W&M GmbH) Published: 2025-08-28 09:15:00 CEST COMPANY - Other information disclosed according to the rules of the Exchange COMPANY: Notification in accordance with chapter 9, section 10 of the Securities Market Act on a change in holdings (W&M GmbH) COMPANY Company announcement 28 August 2025 at 10:15 a.m. EET COMPANY has on 28 August 2025 received a notification in accordance with the Securities Market Act, according to which the holdings of shares and votes of W&M GmbH in COMP",Capital raise / Rights issue,0.0534,0.0,hard,needs_review_low_sim,"[""capital_raise_rights_issue"", ""equity_actions_non_buyback"", ""admission_delisting""]","[0.0534, 0.0533, 0.0533]"
