press_release_id,release_date,company_name,category,source,source_url,cluster,_silhouette,cid,category_name,cat_sim,cat_margin,decision
1977a39bdc286ed9,2025-06-16,Addtech,unknown,gmail,,25,0.0024207905,admission_listing,Admission / Listing,0.8172,0.0021,needs_review_margin
1977a39ee890fcb1,2025-06-16,Addtech,unknown,gmail,,13,0.26457903,admission_listing,Admission / Listing,0.8168,0.0052,needs_review_margin
1977a3a9ebf8025e,2025-06-16,AFRY,unknown,gmail,,25,0.090621926,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8135,0.0005,needs_review_margin
1977a3c3f052ac56,2025-06-16,Alfa Laval,unknown,gmail,,5,-0.05053087,orders_contracts,Orders / Contracts,0.7672,0.0037,needs_review_margin
1977a3c73a909b4a,2025-06-16,Alfa Laval,unknown,gmail,,5,-0.060155574,orders_contracts,Orders / Contracts,0.7614,0.0019,needs_review_margin
1977a3c7d154c2dc,2025-06-16,AFRY,unknown,gmail,,13,0.3448995,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.806,0.0002,needs_review_margin
1977a3dea7a58c94,2025-06-16,ALK,unknown,gmail,,25,0.09392268,admission_delisting,Delisting / Trading halt,0.8044,0.0036,needs_review_margin
1977ac1081995e3d,2025-06-16,ALK,unknown,gmail,,17,0.5967356,equity_actions_non_buyback,Equity actions (non-buyback),0.8107,0.0104,needs_review_margin
197bf9d0c66b5237,2025-06-16,Google,unknown,gmail,,9,0.054062955,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7788,0.0057,needs_review_margin
1977c74b79972c4d,2025-06-17,Alvotech,unknown,gmail,,25,-0.14370097,admission_delisting,Delisting / Trading halt,0.8081,0.0044,needs_review_margin
1977c75715b3c483,2025-06-17,Ritzau,unknown,gmail,,9,0.040430374,admission_delisting,Delisting / Trading halt,0.794,0.0135,needs_review_margin
1977c76cff49caf6,2025-06-17,Arion Bank,unknown,gmail,,9,0.30788428,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8102,0.0104,needs_review_margin
1977c78c171d29f1,2025-06-17,Asker Healthcare Group AB,unknown,gmail,,25,0.03642071,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8054,0.0029,needs_review_margin
1977c78ff47cceed,2025-06-17,Asker Healthcare Group AB,unknown,gmail,,13,0.28803107,other_corporate_update,Other / Corporate update,0.7971,0.0028,needs_review_margin
1977c79c7802a1eb,2025-06-17,Asmodee Group AB,unknown,gmail,,9,0.29163137,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.809,0.0029,needs_review_margin
1977c7b4745b458a,2025-06-17,ASSA ABLOY,unknown,gmail,,25,0.05222142,equity_actions_non_buyback,Equity actions (non-buyback),0.8117,0.0002,needs_review_margin
1977c7ca7a1c52ea,2025-06-17,ASSA ABLOY,unknown,gmail,,13,0.31936607,admission_listing,Admission / Listing,0.8026,0.0004,needs_review_margin
1977c7caa785af47,2025-06-17,Alleima,unknown,gmail,,25,0.04470433,admission_delisting,Delisting / Trading halt,0.8127,0.0049,needs_review_margin
1977c7d5435a2aaf,2025-06-17,Alleima,unknown,gmail,,13,0.3253909,admission_delisting,Delisting / Trading halt,0.8114,0.0048,needs_review_margin
1977cf4e96e1b0e6,2025-06-17,Atlas Copco,unknown,gmail,,25,0.057420745,admission_delisting,Delisting / Trading halt,0.8088,1e-04,needs_review_margin
1977cf52468244f4,2025-06-17,Atlas Copco,unknown,gmail,,13,0.3739426,admission_delisting,Delisting / Trading halt,0.8025,0.0048,needs_review_margin
1977cf5cef2f6fa8,2025-06-17,Atrium Ljungberg AB,unknown,gmail,,25,0.03671684,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7918,0.0053,needs_review_margin
1977cf60a0564e4b,2025-06-17,Atrium Ljungberg AB,unknown,gmail,,25,-0.05939546,dividend,Dividend,0.778,0.001,needs_review_margin
1977cf7e057be072,2025-06-17,Autoliv,unknown,gmail,,25,0.07299714,admission_listing,Admission / Listing,0.8168,0.0023,needs_review_margin
1977cf8dbc46cac8,2025-06-17,Avanza Bank Holding AB,unknown,gmail,,9,0.09478096,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.784,0.0095,needs_review_margin
1977cf906716c50a,2025-06-17,Autoliv,unknown,gmail,,25,-0.105483286,admission_delisting,Delisting / Trading halt,0.817,0.0092,needs_review_margin
1977cfa646e600e3,2025-06-17,Axfood,unknown,gmail,,25,0.08165048,dividend,Dividend,0.7976,0.0032,needs_review_margin
1977cfa9d957e753,2025-06-17,Axfood,unknown,gmail,,25,-0.026515651,dividend,Dividend,0.7948,0.006,needs_review_margin
1977dc3719601308,2025-06-17,Finnair,unknown,gmail,,22,0.59927946,incidents_controversies,Incidents / Controversies,0.7985,0.0066,needs_review_margin
1977ddad9ceedeaf,2025-06-17,Globenewswire,unknown,gmail,,25,0.02222644,other_corporate_update,Other / Corporate update,0.8004,0.0019,needs_review_margin
1977de0273cf79ad,2025-06-17,Betsson AB alerting service,unknown,gmail,,9,-0.00057776825,other_corporate_update,Other / Corporate update,0.8109,0.0046,needs_review_margin
1977de04ffd13288,2025-06-17,Betsson AB alerting service,unknown,gmail,,25,0.021144355,other_corporate_update,Other / Corporate update,0.8237,0.0101,needs_review_margin
1977e50f4c7a278c,2025-06-17,Google,unknown,gmail,,9,-0.015108025,capital_raise_rights_issue,Capital raise / Rights issue,0.8008,0.0018,needs_review_margin
1977fd15b6e18be5,2025-06-17,ALK,unknown,gmail,,17,0.59373033,equity_actions_non_buyback,Equity actions (non-buyback),0.8109,0.013,needs_review_margin
1977fe391c850621,2025-06-17,Alvotech,unknown,gmail,,8,0.8768467,equity_actions_non_buyback,Equity actions (non-buyback),0.7939,0.0074,needs_review_margin
197817fe717e323b,2025-06-18,Axfood,unknown,gmail,,21,-0.041108064,sustainability_esg,Sustainability / ESG,0.7685,0.0003,needs_review_margin
19781bb569859cf6,2025-06-18,Atlas Copco,unknown,gmail,,38,0.43922275,equity_actions_non_buyback,Equity actions (non-buyback),0.7652,0.0059,needs_review_margin
19781cccbaa0b90b,2025-06-18,HEMKÖPSKEDJAN,unknown,gmail,,21,-0.014184512,admission_delisting,Delisting / Trading halt,0.7493,0.0051,needs_review_margin
19781dc298a97bf0,2025-06-18,Bavarian Nordic A/S,unknown,gmail,,27,0.5891389,equity_actions_non_buyback,Equity actions (non-buyback),0.7778,0.0011,needs_review_margin
1978219b50bec6fb,2025-06-18,Atrium Ljungberg AB,unknown,gmail,,31,0.10932867,equity_actions_non_buyback,Equity actions (non-buyback),0.7704,0.0021,needs_review_margin
19782b2aedc4393e,2025-06-18,Finnair,unknown,gmail,,22,0.4353944,product_launch_partnership,Product / Launch / Partnership,0.7567,0.0028,needs_review_margin
19782e50dd72e5dc,2025-06-18,Better Collective,unknown,gmail,,9,0.2773694,other_corporate_update,Other / Corporate update,0.8074,0.0046,needs_review_margin
19782e5adb293b67,2025-06-18,Bilia,unknown,gmail,,9,0.3045173,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.818,0.0092,needs_review_margin
19782e9c468dab98,2025-06-18,Autoliv,unknown,gmail,,2,-0.002884753,earnings_report,Earnings report,0.7867,0.0226,needs_review_margin
19782f2f7f13cf75,2025-06-18,Billerud AB,unknown,gmail,,25,0.03161323,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8125,0.0021,needs_review_margin
19782f3e463df0a2,2025-06-18,BioArctic,unknown,gmail,,25,0.14768186,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8081,0.005,needs_review_margin
19782f41ff47757d,2025-06-18,Billerud AB,unknown,gmail,,13,0.3723552,dividend,Dividend,0.8034,0.001,needs_review_margin
19782f45d4b233e8,2025-06-18,BioArctic,unknown,gmail,,13,0.33618835,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8021,0.0029,needs_review_margin
19782f4d59d6d887,2025-06-18,Biotage,unknown,gmail,,9,0.28422832,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8195,0.0153,needs_review_margin
19782f659b4bc20e,2025-06-18,Boliden AB alerting service,unknown,gmail,,9,-0.027532259,dividend,Dividend,0.8109,0.0021,needs_review_margin
19782f696a2c45bf,2025-06-18,Boliden AB alerting service,unknown,gmail,,25,0.0133271115,dividend,Dividend,0.8222,0.0014,needs_review_margin
19782f9d8850b36e,2025-06-18,Bravida Holding AB,unknown,gmail,,33,0.3890627,dividend,Dividend,0.7704,0.0012,needs_review_margin
19782faa7d3039ad,2025-06-18,Bure Equity AB,unknown,gmail,,9,0.24018417,equity_actions_non_buyback,Equity actions (non-buyback),0.8266,0.0004,needs_review_margin
19782fac2f019932,2025-06-18,Bravida Holding AB,unknown,gmail,,33,0.36758974,dividend,Dividend,0.7725,0.0053,needs_review_margin
19784cbf7aee14f6,2025-06-18,Camurus AB,unknown,gmail,,25,0.056991946,capital_raise_rights_issue,Capital raise / Rights issue,0.8075,0.0002,needs_review_margin
19784cd14e7ee872,2025-06-18,Ritzau,unknown,gmail,,9,0.020592812,admission_delisting,Delisting / Trading halt,0.7911,0.0085,needs_review_margin
19784cd5b51f2943,2025-06-18,Camurus AB,unknown,gmail,,13,0.34458375,capital_raise_rights_issue,Capital raise / Rights issue,0.799,0.0,needs_review_margin
19784ce72466bbd8,2025-06-18,Castellum,unknown,gmail,,9,0.28342423,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8162,0.0038,needs_review_margin
19784cf32e082e3a,2025-06-18,Catena,unknown,gmail,,1,-0.06561713,admission_delisting,Delisting / Trading halt,0.7944,0.0055,needs_review_margin
19784cff54f57853,2025-06-18,Chemometec A/S,unknown,gmail,,25,0.09328039,admission_delisting,Delisting / Trading halt,0.7953,0.0054,needs_review_margin
19784d0113734686,2025-06-18,Catena,unknown,gmail,,1,-0.106143214,admission_delisting,Delisting / Trading halt,0.7816,0.0057,needs_review_margin
19784d34dc88e9a9,2025-06-18,Corem Property Group,unknown,gmail,,25,0.070057034,capital_raise_rights_issue,Capital raise / Rights issue,0.7953,0.0018,needs_review_margin
19784d387a5d6a78,2025-06-18,Corem Property Group,unknown,gmail,,25,-0.07672677,admission_delisting,Delisting / Trading halt,0.8002,0.0034,needs_review_margin
19784f3ec4d8d0e3,2025-06-18,ALK,unknown,gmail,,17,0.5925317,equity_actions_non_buyback,Equity actions (non-buyback),0.8109,0.0123,needs_review_margin
1978508b191fc21a,2025-06-18,Alvotech,unknown,gmail,,8,0.875948,equity_actions_non_buyback,Equity actions (non-buyback),0.7935,0.0077,needs_review_margin
19786c60b6150978,2025-06-19,Vitec Software Group,unknown,gmail,,2,-0.10297952,earnings_report,Earnings report,0.7696,0.0054,needs_review_margin
197886b00fa39419,2025-06-19,NORDEN,unknown,gmail,,25,0.046372056,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8122,0.0059,needs_review_margin
197886b32dcff9ff,2025-06-19,NORDEN,unknown,gmail,,25,0.015531706,orders_contracts,Orders / Contracts,0.8039,0.0004,needs_review_margin
197886c7f85a3745,2025-06-19,Danske Bank Subscription Service,unknown,gmail,,9,-0.023827933,dividend,Dividend,0.7797,0.0034,needs_review_margin
197886ff59f9889e,2025-06-19,Globenewswire,unknown,gmail,,9,-0.012707815,admission_delisting,Delisting / Trading halt,0.816,0.0006,needs_review_margin
19788721211a651b,2025-06-19,DSV,unknown,gmail,,25,0.08880169,dividend,Dividend,0.8114,0.0026,needs_review_margin
19788725a17c4fa5,2025-06-19,Dometic Group AB,unknown,gmail,,25,0.10533576,admission_delisting,Delisting / Trading halt,0.8079,0.0019,needs_review_margin
197887345dce4e71,2025-06-19,Dometic Group AB,unknown,gmail,,25,0.055152144,admission_delisting,Delisting / Trading halt,0.8045,0.0011,needs_review_margin
1978873c2f555393,2025-06-19,Electrolux Group,unknown,gmail,,25,0.012262937,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8028,0.0018,needs_review_margin
19788743fb86ca8a,2025-06-19,Electrolux Group,unknown,gmail,,13,0.35385856,other_corporate_update,Other / Corporate update,0.7969,0.0043,needs_review_margin
1978874afd29aae5,2025-06-19,Electrolux Professional Group,unknown,gmail,,25,0.024976991,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7989,0.005,needs_review_margin
1978874e2713a213,2025-06-19,Electrolux Professional Group,unknown,gmail,,13,0.29974058,other_corporate_update,Other / Corporate update,0.7949,0.0018,needs_review_margin
197887572fe32084,2025-06-19,Elekta AB (publ),unknown,gmail,,9,0.2360259,capital_raise_rights_issue,Capital raise / Rights issue,0.8094,0.0002,needs_review_margin
19788767c8236076,2025-06-19,Elisa Oyj,unknown,gmail,,25,-0.05294012,sustainability_esg,Sustainability / ESG,0.8018,0.0135,needs_review_margin
19788776605b6f50,2025-06-19,Elisa Oyj,unknown,gmail,,13,0.17388377,sustainability_esg,Sustainability / ESG,0.7971,0.0265,needs_review_margin
19788779db649a7e,2025-06-19,Embracer Group,unknown,gmail,,9,0.2867862,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8144,0.0047,needs_review_margin
197887955cc692cb,2025-06-19,engcon AB,unknown,gmail,,9,0.29959875,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8097,0.0038,needs_review_margin
197887a695e87fb9,2025-06-19,Epiroc,unknown,gmail,,25,0.10493374,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.8077,0.0016,needs_review_margin
197887b522679ea8,2025-06-19,Epiroc,unknown,gmail,,13,0.38035208,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7987,0.0013,needs_review_margin
197887bf9bc451b6,2025-06-19,Ericsson,unknown,gmail,,25,0.076739,equity_actions_non_buyback,Equity actions (non-buyback),0.8008,0.0078,needs_review_margin
197887fab276fb34,2025-06-19,Ericsson,unknown,gmail,,13,0.24824488,equity_actions_non_buyback,Equity actions (non-buyback),0.7986,0.0005,needs_review_margin
19788a5ee85f420b,2025-06-19,Ambu A/S,unknown,gmail,,3,-0.044141226,agm_egm_governance,AGM/EGM & governance,0.772,0.0007,needs_review_margin
19789b912027604e,2025-06-19,Google Cloud,unknown,gmail,,5,-0.066704415,orders_contracts,Orders / Contracts,0.7789,0.0006,needs_review_margin
1978f50d69e2e92d,2025-06-20,Alvotech,unknown,gmail,,8,0.87519854,equity_actions_non_buyback,Equity actions (non-buyback),0.7921,0.0086,needs_review_margin
1978f50da17513ac,2025-06-20,Alvotech,unknown,gmail,,8,0.5155261,admission_listing,Admission / Listing,0.7881,0.0027,needs_review_margin
1978f5497fd1064f,2025-06-20,ALK,unknown,gmail,,17,0.5979074,equity_actions_non_buyback,Equity actions (non-buyback),0.8087,0.0107,needs_review_margin
1978f549bb8a27af,2025-06-20,ALK,unknown,gmail,,26,-0.18324396,equity_actions_non_buyback,Equity actions (non-buyback),0.7965,0.001,needs_review_margin
1979115c54e3f594,2025-06-21,AstraZeneca,unknown,gmail,,26,0.070470974,orders_contracts,Orders / Contracts,0.7743,0.0007,needs_review_margin
197921fc99c66e57,2025-06-21,Maersk,unknown,gmail,,25,0.0037550891,other_corporate_update,Other / Corporate update,0.7943,0.0007,needs_review_margin
1979b43f78ad6c23,2025-06-23,Castellum,unknown,gmail,,12,0.052200045,agm_egm_governance,AGM/EGM & governance,0.8271,0.0097,needs_review_margin
1979b44659376b37,2025-06-23,Atrium Ljungberg AB,unknown,gmail,,21,-0.0749828,admission_listing,Admission / Listing,0.7591,0.0006,needs_review_margin
1979b9693575c793,2025-06-23,Bravida Holding AB,unknown,gmail,,2,-0.0064487904,guidance_outlook,Guidance / Outlook,0.7902,0.0021,needs_review_margin
1979b969ed8e654b,2025-06-23,Bravida Holding AB,unknown,gmail,,33,0.24918471,dividend,Dividend,0.7672,0.0099,needs_review_margin
1979bceaa0e96c6a,2025-06-23,Alvotech,unknown,gmail,,3,0.012647505,admission_delisting,Delisting / Trading halt,0.765,0.0028,needs_review_margin
1979c57db691ed99,2025-06-23,Danske Bank Subscription Service,unknown,gmail,,39,0.5256909,share_buyback,Share buyback,0.8323,0.0079,needs_review_margin
1979c9583af8afaa,2025-06-23,Alvotech,unknown,gmail,,3,-0.26033488,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7935,0.0022,needs_review_margin
1979e63076c0c76c,2025-06-23,AstraZeneca,unknown,gmail,,26,0.13171956,equity_actions_non_buyback,Equity actions (non-buyback),0.7703,0.0035,needs_review_margin
1979ec10c61d83cd,2025-06-23,ALK,unknown,gmail,,17,0.60474235,equity_actions_non_buyback,Equity actions (non-buyback),0.8042,0.0146,needs_review_margin
1979ec3bc3d3210c,2025-06-23,Alvotech,unknown,gmail,,8,0.87502885,equity_actions_non_buyback,Equity actions (non-buyback),0.796,0.0068,needs_review_margin
197a085c191ee321,2025-06-24,Castellum,unknown,gmail,,2,-0.008766007,earnings_report,Earnings report,0.8098,0.0156,needs_review_margin
197a0866196333ed,2025-06-24,Ericsson,unknown,gmail,,7,0.13533753,guidance_outlook,Guidance / Outlook,0.7992,0.0009,needs_review_margin
197a0a194abade7d,2025-06-24,Bravida Holding AB,unknown,gmail,,33,0.30545944,admission_delisting,Delisting / Trading halt,0.7555,0.0024,needs_review_margin
197a0a19634f326c,2025-06-24,Bravida Holding AB,unknown,gmail,,33,0.17896396,orders_contracts,Orders / Contracts,0.7682,0.0066,needs_review_margin
197a0eed2cd9e560,2025-06-24,DFDS A/S,unknown,gmail,,1,-0.12744471,guidance_outlook,Guidance / Outlook,0.7842,0.0023,needs_review_margin
197a12a83eac1d81,2025-06-24,Asmodee Group AB,unknown,gmail,,2,-0.1077523,guidance_outlook,Guidance / Outlook,0.7789,0.0032,needs_review_margin
197a2c1e3028593b,2025-06-24,Arion Bank,unknown,gmail,,12,-0.008590593,debt_bond_issue,Debt / Bond issue,0.7969,0.0317,needs_review_margin
197a3eb0bab51836,2025-06-24,ALK,unknown,gmail,,17,0.60833555,equity_actions_non_buyback,Equity actions (non-buyback),0.8056,0.0124,needs_review_margin
197a3ec1f27b3a91,2025-06-24,Alvotech,unknown,gmail,,8,0.87836236,equity_actions_non_buyback,Equity actions (non-buyback),0.7918,0.0094,needs_review_margin
197a5ad48f3827db,2025-06-25,Electrolux Group,unknown,gmail,,37,0.18975689,sustainability_esg,Sustainability / ESG,0.8026,0.0017,needs_review_margin
197a61b9e29d0ab6,2025-06-25,Alvotech,unknown,gmail,,3,-0.031623125,guidance_outlook,Guidance / Outlook,0.7682,0.0009,needs_review_margin
197a687bfc0b61a4,2025-06-25,Better Collective,unknown,gmail,,12,-0.12777308,share_buyback,Share buyback,0.8276,0.0062,needs_review_margin
197a6901f2bc893f,2025-06-25,Alvotech,unknown,gmail,,3,-0.26502934,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7927,0.0029,needs_review_margin
197a6f6a7999cdc7,2025-06-25,Alfa Laval,unknown,gmail,,3,-0.0802934,guidance_outlook,Guidance / Outlook,0.766,0.0003,needs_review_margin
197a75fc4d33478d,2025-06-25,Finnair,unknown,gmail,,22,0.63298047,labor_workforce,Labor / Workforce,0.7889,0.0015,needs_review_margin
197a8d705c971074,2025-06-25,Alvotech,unknown,gmail,,2,-0.19155607,agm_egm_governance,AGM/EGM & governance,0.8201,0.0248,needs_review_margin
197a90f248e2df34,2025-06-25,ALK,unknown,gmail,,17,0.6056171,equity_actions_non_buyback,Equity actions (non-buyback),0.8101,0.0119,needs_review_margin
197a91146fdf4c80,2025-06-25,Alvotech,unknown,gmail,,8,0.8805882,equity_actions_non_buyback,Equity actions (non-buyback),0.7936,0.0088,needs_review_margin
197aad2dc233a444,2025-06-26,Bavarian Nordic A/S,unknown,gmail,,27,0.45110163,equity_actions_non_buyback,Equity actions (non-buyback),0.7737,0.0017,needs_review_margin
197aaee29bf56b1e,2025-06-26,AAK,unknown,gmail,,2,-0.06262104,earnings_report,Earnings report,0.7701,0.0005,needs_review_margin
197ab178de181c3e,2025-06-26,AFRY,unknown,gmail,,5,-0.05836855,sustainability_esg,Sustainability / ESG,0.781,0.0159,needs_review_margin
197ab1a8d1560336,2025-06-26,ALK,unknown,gmail,,26,0.11914696,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7626,0.0004,needs_review_margin
197ab419c472268d,2025-06-26,The Logistics Pulse,unknown,gmail,,5,-0.12745754,admission_delisting,Delisting / Trading halt,0.8151,0.0006,needs_review_margin
197ab4e94303f153,2025-06-26,BioArctic,unknown,gmail,,20,0.14766711,orders_contracts,Orders / Contracts,0.7624,0.0047,needs_review_margin
197ab4fb9a3b4de2,2025-06-26,Alvotech,unknown,gmail,,3,-0.10275423,debt_bond_issue,Debt / Bond issue,0.762,0.0003,needs_review_margin
197ac36258ada11a,2025-06-26,Maersk,unknown,gmail,,7,0.074810326,admission_delisting,Delisting / Trading halt,0.8084,0.0114,needs_review_margin
197ae363d1b2bc7b,2025-06-26,ALK,unknown,gmail,,17,0.6004534,equity_actions_non_buyback,Equity actions (non-buyback),0.8059,0.0132,needs_review_margin
197ae374f8573231,2025-06-26,Alvotech,unknown,gmail,,8,0.8767348,equity_actions_non_buyback,Equity actions (non-buyback),0.7905,0.0082,needs_review_margin
197b030657a6a768,2025-06-27,Axfood,unknown,gmail,,2,-0.07957863,agm_egm_governance,AGM/EGM & governance,0.7712,0.0031,needs_review_margin
197b0309ba1efa75,2025-06-27,Axfood,unknown,gmail,,21,-0.033602748,dividend,Dividend,0.7681,0.0092,needs_review_margin
197b09d980b72d83,2025-06-27,Addnode Group,unknown,gmail,,2,-0.10630986,guidance_outlook,Guidance / Outlook,0.787,0.0028,needs_review_margin
197b1514b41847fe,2025-06-27,Maersk,unknown,gmail,,7,0.08326609,admission_delisting,Delisting / Trading halt,0.8152,0.0242,needs_review_margin
197b1641b576fa2d,2025-06-27,Corem Property Group,unknown,gmail,,1,-0.12616591,orders_contracts,Orders / Contracts,0.7843,0.0038,needs_review_margin
197b31e9a3292128,2025-06-27,Google,unknown,gmail,,9,0.049860653,incidents_controversies,Incidents / Controversies,0.7837,0.0047,needs_review_margin
197b34f10b676458,2025-06-27,ALK,unknown,gmail,,17,0.60951704,equity_actions_non_buyback,Equity actions (non-buyback),0.8052,0.0112,needs_review_margin
197b34f11f5f16d1,2025-06-27,ALK,unknown,gmail,,26,-0.17494993,admission_delisting,Delisting / Trading halt,0.7851,0.0009,needs_review_margin
197b350236095800,2025-06-27,Alvotech,unknown,gmail,,8,0.8712917,equity_actions_non_buyback,Equity actions (non-buyback),0.7973,0.007,needs_review_margin
197b35027c59bdbb,2025-06-27,Alvotech,unknown,gmail,,3,-0.30527347,admission_delisting,Delisting / Trading halt,0.7836,0.0028,needs_review_margin
197bf3555fed96b4,2025-06-30,Camurus AB,unknown,gmail,,3,-0.03195188,equity_actions_non_buyback,Equity actions (non-buyback),0.7892,0.0025,needs_review_margin
197bf6c8da736cf6,2025-06-30,AFRY,unknown,gmail,,5,-0.16624305,orders_contracts,Orders / Contracts,0.7688,0.0107,needs_review_margin
197bf6cd83b0855b,2025-06-30,Autoliv,unknown,gmail,,12,0.0050625335,equity_actions_non_buyback,Equity actions (non-buyback),0.8007,0.0056,needs_review_margin
197bf874d6d78d41,2025-06-30,Bilia,unknown,gmail,,1,-0.09839081,equity_actions_non_buyback,Equity actions (non-buyback),0.7774,0.0073,needs_review_margin
197bfa2f05703f60,2025-06-30,Avanza Bank Holding AB,unknown,gmail,,28,-0.07107434,guidance_outlook,Guidance / Outlook,0.7704,0.0136,needs_review_margin
197bfb18a2aeb761,2025-06-30,Dometic Group (STO),unknown,gmail,,2,-0.07189692,admission_delisting,Delisting / Trading halt,0.8075,0.001,needs_review_margin
197bfe4823cb6195,2025-06-30,Danske Bank Subscription Service,unknown,gmail,,39,0.52802163,share_buyback,Share buyback,0.8295,0.0096,needs_review_margin
197c0113b12e5b5d,2025-06-30,Finnair,unknown,gmail,,22,0.6352107,incidents_controversies,Incidents / Controversies,0.7932,0.0035,needs_review_margin
197c0bf32a477516,2025-06-30,Autoliv,unknown,gmail,,28,-0.0585845,equity_actions_non_buyback,Equity actions (non-buyback),0.763,0.0022,needs_review_margin
197c0d14678235ab,2025-06-30,Corem Property Group,unknown,gmail,,1,-0.045785055,orders_contracts,Orders / Contracts,0.7719,0.0073,needs_review_margin
197c0ed817641406,2025-06-30,Asmodee Group AB,unknown,gmail,,3,-0.085849956,orders_contracts,Orders / Contracts,0.8007,0.0022,needs_review_margin
197c1261afb90cfc,2025-06-30,Boliden AB alerting service,unknown,gmail,,2,-0.039030492,dividend,Dividend,0.8026,0.0021,needs_review_margin
197c15af3e4e17f1,2025-06-30,AFRY,unknown,gmail,,5,-0.037048157,orders_contracts,Orders / Contracts,0.7952,0.0197,needs_review_margin
197c17510269e7a3,2025-06-30,Corem Property Group,unknown,gmail,,12,0.02425567,equity_actions_non_buyback,Equity actions (non-buyback),0.804,0.0008,needs_review_margin
197c2d0183fa16cf,2025-06-30,Alvotech,unknown,gmail,,8,0.8725083,equity_actions_non_buyback,Equity actions (non-buyback),0.7961,0.007,needs_review_margin
197c2d1b3a669bb9,2025-06-30,ALK,unknown,gmail,,17,0.60353947,equity_actions_non_buyback,Equity actions (non-buyback),0.8042,0.0128,needs_review_margin
197c492b15bad4d2,2025-07-01,AFRY,unknown,gmail,,5,-0.05019095,orders_contracts,Orders / Contracts,0.7759,0.004,needs_review_margin
197c4931f5f8f3a4,2025-07-01,Ericsson,unknown,gmail,,2,-0.032415543,earnings_report,Earnings report,0.7867,0.0003,needs_review_margin
197c49ff67dd9e47,2025-07-01,Avanza Bank Holding AB,unknown,gmail,,12,-0.057491686,share_buyback,Share buyback,0.7959,0.006,needs_review_margin
