press_release_id,company_name,category,release_date,ingested_at,title,full_text,source,source_url,parser_version,schema_version,title_clean,full_text_clean
198a36aa285484b7,HEXPOL AB Alerting Service,unknown,2025-08-13,2025-08-20T12:21:47+00:00,Verify your request for Hexpol Corporate Alert Service," 
 Thank you for your request.
 Please click below button to complete the process:
 
Yes, I confirm
 
 Kind regards,
 Investor Relations Team 
 
This service is brought to you by 
IDX

",gmail,,1,1,Verify your request for Hexpol Corporate Alert Service,"Thank you for your request. Please click below button to complete the process: Yes, I confirm Kind regards, Investor Relations Team This service is brought to you by IDX"
198a36ad1cff24e2,HEXPOL AB Alerting Service,unknown,2025-08-13,2025-08-20T12:21:48+00:00,Subscription confirmation for Hexpol Corporate Alert Service," 
 Thank you. Your registration is now complete for following alerts:
 
Custom News
 
•
Press Releases
 
•
Reports and Presentations
 
 
 Please click below button to unsubscribe, or to update your preferences:
Click here
 Kind regards,
 Investor Relations Team 
 
This service is brought to you by 
IDX

",gmail,,1,1,Subscription confirmation for Hexpol Corporate Alert Service,"Thank you. Your registration is now complete for following alerts: Custom News • Press Releases • Reports and Presentations Please click below button to unsubscribe, or to update your preferences: Click here Kind regards, Investor Relations Team This service is brought to you by IDX"
198a36bcdeebeea1,HEXPOL AB Alerting Service,unknown,2025-08-13,2025-08-20T12:21:49+00:00,Verify your request for Hexpol Corporate Alert Service," 
 Thank you for your request.
 Please click below button to complete the process:
 
Yes, I confirm
 
 Kind regards,
 Investor Relations Team 
 
This service is brought to you by 
IDX

",gmail,,1,1,Verify your request for Hexpol Corporate Alert Service,"Thank you for your request. Please click below button to complete the process: Yes, I confirm Kind regards, Investor Relations Team This service is brought to you by IDX"
198a36bf57913c84,HEXPOL AB Alerting Service,unknown,2025-08-13,2025-08-20T12:21:50+00:00,Subscription confirmation for Hexpol Corporate Alert Service," 
 Thank you. Your registration is now complete for following alerts:
 
Custom News
 
•
Press Releases
 
•
Reports and Presentations
 
 
 Please click below button to unsubscribe, or to update your preferences:
Click here
 Kind regards,
 Investor Relations Team 
 
This service is brought to you by 
IDX

",gmail,,1,1,Subscription confirmation for Hexpol Corporate Alert Service,"Thank you. Your registration is now complete for following alerts: Custom News • Press Releases • Reports and Presentations Please click below button to unsubscribe, or to update your preferences: Click here Kind regards, Investor Relations Team This service is brought to you by IDX"
198a3b44c1ba242c,JM,unknown,2025-08-13,2025-08-20T12:22:03+00:00,Welcome,"
Welcome as subscriber at JM

From now on, you will receive information from JM to this e-mail address. 

To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser)

https://publish.ne.cision.com/Subscriber/Index/EA5908A7F2E73E51408E4E6A701B6D7B
",gmail,,1,1,Welcome,"Welcome as subscriber at JM From now on, you will receive information from JM to this e-mail address. To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser)"
198a7c79aed8b382,Lundinmining,unknown,2025-08-14,2025-08-20T12:11:28+00:00,Email validation for Lundin Mining Corporation required,"



Thank you for subscribing to receive email alerts from Lundin Mining Corporation.


To validate your subscription, click or paste the URL below into your browser:


https://lundinmining.mediaroom.com/email-alerts?validate=jXCkRhNc1KRXRSyA2ES9y4GZBjLyavaT&hide_page_content=1
[ Form submitted from: 
https://lundinmining.mediaroom.com/index.php?type=1&s=34170
 ]





",gmail,,1,1,Email validation for Lundin Mining Corporation required,"Thank you for subscribing to receive email alerts from Lundin Mining Corporation. To validate your subscription, click or paste the URL below into your browser: [ Form submitted from: ]"
198a7c7fca745996,Lundinmining,unknown,2025-08-14,2025-08-20T12:11:29+00:00,Email validation for Lundin Mining Corporation required,"



Thank you for subscribing to receive email alerts from Lundin Mining Corporation.


To validate your subscription, click or paste the URL below into your browser:


https://lundinmining.mediaroom.com/email-alerts?validate=PcDdbhWzxaRnRby0dYzXfHZ2Q2KsFq2O&hide_page_content=1
[ Form submitted from: 
https://lundinmining.mediaroom.com/index.php?type=1&s=34170
 ]





",gmail,,1,1,Email validation for Lundin Mining Corporation required,"Thank you for subscribing to receive email alerts from Lundin Mining Corporation. To validate your subscription, click or paste the URL below into your browser: [ Form submitted from: ]"
198a7c861eb5477b,Lundinmining,unknown,2025-08-14,2025-08-20T12:11:30+00:00,Email validation for Lundin Mining Corporation required,"



Thank you for subscribing to receive email alerts from Lundin Mining Corporation.


To validate your subscription, click or paste the URL below into your browser:


https://lundinmining.mediaroom.com/email-alerts?validate=KH4srTreL6SlRY9wcs0dsTLP2Y-Q0u2J&hide_page_content=1
[ Form submitted from: 
https://lundinmining.mediaroom.com/index.php?type=1&s=34170
 ]





",gmail,,1,1,Email validation for Lundin Mining Corporation required,"Thank you for subscribing to receive email alerts from Lundin Mining Corporation. To validate your subscription, click or paste the URL below into your browser: [ Form submitted from: ]"
198a7caff9749d74,Lundinmining,unknown,2025-08-14,2025-08-20T12:11:31+00:00,Email validation for Lundin Mining Corporation required,"



Thank you for subscribing to receive email alerts from Lundin Mining Corporation.


To validate your subscription, click or paste the URL below into your browser:


https://lundinmining.mediaroom.com/email-alerts?validate=hbCVvAeGcqSpRfdzrmwtYNiII8AGRkFw&hide_page_content=1
[ Form submitted from: 
https://lundinmining.mediaroom.com/index.php?type=1&s=34170
 ]





",gmail,,1,1,Email validation for Lundin Mining Corporation required,"Thank you for subscribing to receive email alerts from Lundin Mining Corporation. To validate your subscription, click or paste the URL below into your browser: [ Form submitted from: ]"
198a7cb3a53f14a5,Lundinmining,unknown,2025-08-14,2025-08-20T12:11:32+00:00,Email validation for Lundin Mining Corporation required,"



Thank you for subscribing to receive email alerts from Lundin Mining Corporation.


To validate your subscription, click or paste the URL below into your browser:


https://lundinmining.mediaroom.com/email-alerts?validate=7nA9Y4CBdaS-RVvpt7qr2GH78nOv86NS&hide_page_content=1
[ Form submitted from: 
https://lundinmining.mediaroom.com/index.php?type=1&s=34170
 ]





",gmail,,1,1,Email validation for Lundin Mining Corporation required,"Thank you for subscribing to receive email alerts from Lundin Mining Corporation. To validate your subscription, click or paste the URL below into your browser: [ Form submitted from: ]"
198a7d5f5038b776,NCC,unknown,2025-08-14,2025-08-20T12:11:45+00:00,Confirm your subscription,"[*] 
You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions. To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below: Confirm email address"
198a7d5f9680a835,NCC,unknown,2025-08-14,2025-08-20T12:11:46+00:00,Confirm your subscription,"[*] 
You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions. To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below: Confirm email address"
198a7d62de913680,NCC,unknown,2025-08-14,2025-08-20T12:11:47+00:00,Confirm your subscription,"[*] 
You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions. To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below: Confirm email address"
198a7d62e6115d5d,NCC,unknown,2025-08-14,2025-08-20T12:11:48+00:00,Confirm your subscription,"[*] 
You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions. To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below: Confirm email address"
198a7d62ebf96eb9,NCC,unknown,2025-08-14,2025-08-20T12:11:49+00:00,Confirm your subscription,"[*] 
You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions. To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below: Confirm email address"
198a7d62f06f9c69,NCC,unknown,2025-08-14,2025-08-20T12:11:49+00:00,Confirm your subscription,"[*] 
You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to receive information from NCC in Sweden, Denmark, Finland or Norway. If you have also subscribed to NCC AB, you will receive two emails to activate the subscriptions. To activate your subscription for NCC in Sweden, Denmark, Finland or Norway, please activate your email by clicking on the link below: Confirm email address"
198a7d631a76488c,NCC,unknown,2025-08-14,2025-08-20T12:11:51+00:00,Confirm your subscription,"[*] 
You have subscribed to NCC AB. If you have also subscribed to local information per country, you will receive two emails to activate the subscriptions.



To activate your subscription for NCC AB, please activate your email by clicking on the link below:

		
Confirm email address




",gmail,,1,1,Confirm your subscription,"[*] You have subscribed to NCC AB. If you have also subscribed to local information per country, you will receive two emails to activate the subscriptions. To activate your subscription for NCC AB, please activate your email by clicking on the link below: Confirm email address"
198a7d66b433e93c,NCC,unknown,2025-08-14,2025-08-20T12:11:53+00:00,Welcome as a subscriber,"[*] 
Welcome as subscriber at NCC

From now on, you will receive information from NCC to this e-mail address.





To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser)

Cancel subscription

",gmail,,1,1,Welcome as a subscriber,"[*] Welcome as subscriber at NCC From now on, you will receive information from NCC to this e-mail address. To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser) Cancel subscription"
198a7d69f0bf7e9c,NCC,unknown,2025-08-14,2025-08-20T12:11:54+00:00,Welcome as a subscriber,"[*] 
Welcome as subscriber at NCC

From now on, you will receive information from NCC to this e-mail address.





To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser)

Cancel subscription

",gmail,,1,1,Welcome as a subscriber,"[*] Welcome as subscriber at NCC From now on, you will receive information from NCC to this e-mail address. To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser) Cancel subscription"
198a7e2166c57870,Nordea,unknown,2025-08-14,2025-08-20T12:12:11+00:00,Opt-In,"
Thank you for subscribing to Cisions services!

To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:

https://publish.ne.cision.com/Subscription/ConfirmSubscription/3A2790674290C83A1B44B93DCC40C27832BA879E8C3A3D2F
",gmail,,1,1,Opt-In,"Thank you for subscribing to Cisions services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:"
198a7e24ecebad19,Nordea,unknown,2025-08-14,2025-08-20T12:12:12+00:00,Welcome,"
Welcome as subscriber at Cision

From now on, you will receive information from Cision to this e-mail address. 

To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser)

https://publish.ne.cision.com/Subscriber/Index/3A2790674290C83A408E4E6A701B6D7B
",gmail,,1,1,Welcome,"Welcome as subscriber at Cision From now on, you will receive information from Cision to this e-mail address. To unsubscribe, please click on the link below.(If you can't click on the link, copy the link and paste it into your browser)"
198c7e6f26e69c90,Google,unknown,2025-08-20,2025-08-20T14:41:19+00:00,Security alert,"[image: Google]
You allowed Google Auth Library access to some of your Google Account data


rs.newsfeed.123@gmail.com

If you didn’t allow Google Auth Library access to some of your Google
Account data, someone else may be trying to access your Google Account data.

Take a moment now to check your account activity and secure your account.
Check activity
<https://accounts.google.com/AccountChooser?Email=rs.newsfeed.123@gmail.com&continue=https://myaccount.google.com/alert/nt/1755700456000?rfn%3D127%26rfnc%3D1%26eid%3D-5585195332170748941%26et%3D0>
To make changes at any time to the access that Google Auth Library has to
your data, go to your Google Account
<https://accounts.google.com/AccountChooser?Email=rs.newsfeed.123@gmail.com&continue=https://myaccount.google.com/connections/overview/AXgE0HME9tmjw1-SMtaQEKFM2ctwhs_2lwjHzAO_fJXBmwek5tYiAxYHbktTGOQMeQB-Jw6cTj6m9S7adbtTPl5Lpg4?utm_source%3Dsec_alert%26utm_medium%3Demail_notification%26force_all%3Dtrue>
You can also see security activity at
https://myaccount.google.com/notifications
You received this email to let you know about important changes to your
Google Account and services.
© 2025 Google Ireland Ltd., Gordon House, Barrow Street, Dublin 4, Ireland
",gmail,,1,1,Security alert,"[image: Google] You allowed Google Auth Library access to some of your Google Account data If you didn’t allow Google Auth Library access to some of your Google Account data, someone else may be trying to access your Google Account data. Take a moment now to check your account activity and secure your account. Check activity To make changes at any time to the access that Google Auth Library has to your data, go to your Google Account You can also see security activity at You received this email to let you know about important changes to your Google Account and services. © 2025 Google Ireland Ltd., Gordon House, Barrow Street, Dublin 4, Ireland"
