press_release_id,ml_pred_cid,ml_conf_fused,ml_margin_fused,final_source,final_cid,final_decision,title,snippet
197d46ef90619a29,admission_listing,0.0534,0.0,rules,earnings_report,by_rules,Invitation to COMPANY's H1 2025 Financial Statement Conference Call,Invitation to COMPANY's H1 2025 Financial Statement Conference Call COMPANY will publish its H1 2025 financial statement at 8.00 a.m. CET on 14 August 2025 Invitation to COMPANY's H1 2025 Financial Statement Conference Call 4.7.2025 09:55:22 | COMPANY | Press release COMPANY will publish its H1 2025 financial statement at 8.00 a.m. CET on 14 August 2025 Group CEO Jacob Aarup-Andersen and CFO Ulrica Fearn will host a conference call at 9.30 a.m. CET with financial analysts and investors. Please pre-register to receive dial-in details for the call: H1 2025 trading statement conference call regis
197e3efec607e07a,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 32 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 32 COMPANY Bank share buy-back programme: Transactions in week 27. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
197fb762dd404059,admission_listing,0.0531,0.0,rules,mna,by_rules,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 7, 2025 News COMPANY Expands its Capacity in Assembly and Packaging with the Acquisition of Ivers-Lee in Switzerland COMPANY Appoints Linda Jónsdóttir as Chief Financial Officer SEC Filing 6-K 6-K ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $9.26 $8.93 $8.82 $8.65 $8.62 Last Trade $9.02 $8.81 $8.74 $8.73 $8.52 Price Change -$0.17 -$0.21 -$0.07 -$0.01 -$0.21 Percent Change -1.85% -2.33% -0.79% -0.11% -2.41% Day High $9.26 $9.00 $8.92 $8.86 $8.80 Day Low $8.93 $8.81 $8.73 $8.55 $8.50 Volume 180,003 157,380 137,562 206,073 "
197fb7515d36d40f,admission_delisting,0.0534,0.0001,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 7, 2025 ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 189.90 187.60 191.20 192.00 196.00 Last Trade 188.00 190.70 191.40 195.40 194.60 Price Change -1.80 +2.70 +0.70 +4.00 -0.80 Percent Change -0.95% +1.44% +0.37% +2.09% -0.41% Day High 190.60 191.10 192.00 195.40 196.30 Day Low 187.60 187.60 188.70 192.00 194.30 Volume 141,678 145,758 120,234 113,380 106,546 Visit the website → You are subscribed to COMPANY Investor Relations' email alerts. To unsubscribe from all alerts, please click here. COMPANY Bøge Allé 6-8 DK-2970, "
197f88023404e29c,admission_delisting,0.0532,0.0,ml,admission_delisting,needs_review_low_sim,JUNE VOLUMES: FREIGHT HEADWINDS IN SEVERAL AREAS,"JUNE VOLUMES: FREIGHT HEADWINDS IN SEVERAL AREAS INVESTOR NEWS no. 22 - 11 July 2025 Ferry - freight: Total volumes in June 2025 of 3.4m lane metres were 1.7%* below 2024 and down 3.7% adjusted for route changes. YTD growth rates were -0.2% and -1.3%, respectively. North Sea volumes were below 2024 driven primarily by a negative impact from a national strike in Sweden impacting Gothenburg port operations. Mediterranean volumes were below 2024 following capacity reductions due to new ferry competition between Türkiye and Italy. Channel volumes were below 2024, adjusted for the new Jersey routes"
19807fda11b061e2,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 33 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 33 COMPANY Bank share buy-back programme: Transactions in week 28. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
1980c7ddf6ffaf40,admission_listing,0.0537,0.0002,ml,admission_listing,needs_review_low_sim,"Save the date for COMPANY's Capital Markets Day on November 4, 2025","[*] Save the date for COMPANY's Capital Markets Day on November 4, 2025 COMPANY will host its Capital Markets Day on Tuesday, November 4, 2025. The event will be held at the company's headquarters in Stockholm, Sweden. During the event, COMPANY's updated strategy will be presented by President and CEO Linda Pålsson, together with other members of the Executive Team. The Capital Markets Day will be an in-person event and is scheduled to take place from approximately 9 am to 1 pm CET. Further details, including the agenda and registration information, will be distributed closer to the event. Cor"
1981713b4706a114,admission_delisting,0.0537,0.0001,ml,admission_delisting,needs_review_low_sim,COMPANY's Interim report for the second quarter 2025,"Strong growth in operating profit despite a slight decline in volumes Johan Westman, President and CEO: ""In the second quarter, we continued to successfully execute on our strategic priorities: improving our product mix, driving operational efficiency and productivity across the organization, despite a continued dynamic global environment. At the same time, we are accelerating innovation and strengthening collaboration with our customers to stay ahead of their needs and deliver solutions that drive value - efforts that also aim to offset the softer volume development currently impacting parts "
1981f83caee73fee,admission_delisting,0.0535,0.0001,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 14, 2025 ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $8.47 $8.94 $8.73 $8.43 $8.75 Last Trade $8.90 $8.41 $8.42 $8.73 $8.63 Price Change +$0.38 -$0.49 +$0.01 +$0.31 -$0.10 Percent Change +4.46% -5.51% +0.12% +3.68% -1.15% Day High $8.92 $9.13 $8.83 $8.76 $8.84 Day Low $8.41 $8.33 $8.41 $8.37 $8.54 Volume 276,573 1,735,383 708,761 318,936 235,400 Visit the website → You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15-19, 102, Reykjavik,"
1981f81a44e79deb,admission_listing,0.0535,0.0002,ml,admission_listing,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 14, 2025 Company Releases EURneffy® approved as the first needle-free anaphylaxis treatment of adults and children in the UK EURneffy® approved as the first needle-free anaphylaxis treatment of adults and children in the UK All Releases EURneffy® approved as the first needle-free anaphylaxis treatment of adults and children in the UK EURneffy® approved as the first needle-free anaphylaxis treatment of adults and children in the UK ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 194.40 196.10 194.90 194.00 194.00 Last Trade 1"
1981d69eed1d66d8,admission_listing,0.0533,0.0001,ml,admission_listing,needs_review_low_sim,EURneffy® approved as the first needle-free anaphylaxis treatment of adults and children in the UK,"July 18, 2025 8:01 AM EDT EURneffy® approved as the first needle-free anaphylaxis treatment of adults and children in the UK View this release → Or click here to view all releases. You are subscribed to COMPANY Investor Relations' email alerts. To unsubscribe from all alerts, please click here. COMPANY Bøge Allé 6-8 DK-2970, Hørsholm,, Denmark Service provided by Notified"
1981c0abfd14433a,admission_delisting,0.0537,0.0002,ml,admission_delisting,needs_review_low_sim,Company Announcement - Interim report for the first half of 2025,"Company announcementDanske Bank has announced its financial results for the first half of 2025 Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 61126228 - Københ"
1981c0b65d9fb6bd,admission_delisting,0.0537,0.0002,ml,admission_delisting,needs_review_low_sim,Press release - Announcement of financial results for the first half of 2025,"Press releaseToday, COMPANY Bank has announced its financial results for the first half of 2025 Read more Dont miss out on news You receive this type of e-mail when we publish a press release, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 61126228 - København De"
1982c09b287494b5,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 34 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 34 COMPANY Bank share buy-back programme: Transactions in week 29. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
1982c857a5ddcf63,admission_delisting,0.0533,0.0002,ml,admission_delisting,needs_review_low_sim,COMPANY's tree pollen tablet (ITULAZAX®) now recommended by NICE for use in the UK health system,"July 21, 2025 6:25 AM EDT COMPANY's tree pollen tablet (ITULAZAX®) now recommended by NICE for use in the UK health system View this release → Or click here to view all releases. You are subscribed to COMPANY Investor Relations' email alerts. To unsubscribe from all alerts, please click here. COMPANY Bøge Allé 6-8 DK-2970, Hørsholm,, Denmark Service provided by Notified"
1983b7552fda9709,admission_delisting,0.0532,0.0001,ml,admission_delisting,needs_review_low_sim,Weathering global change,"Preview text goes here ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ Click here to view online version 24 July 2025 As extreme weather events grow more frequent and severe, supply chains face mounting risks. Learn how to stay ahead and build resilience before COMPANY next storm hits. Read more Video time: 26 minIndustry Insights Turning tariffs and trade rules into op"
19841335422341a8,admission_listing,0.0532,0.0,rules,legal_regulatory_compliance,by_rules,Trixeo Aerosphere receives positive EU CHMP opinion as first inhaled medicine using next-generation propellant with near-zero Global Warming Potential,"Click here (to view online. Add this email (mailto:) to your safelist. COMPANY logo Trixeo Aerosphere receives positive EU CHMP opinion as first inhaled medicine using next-generation propellant with near-zero Global Warming Potential 25 July 2025 COMPANY's Trixeo Aerosphere (budesonide/glycopyrronium/formoterol fumarate or BGF), already licensed for the treatment of chronic obstructive pulmonary disease (COPD) in adults, has received a positive opinion from the Committee for Medicinal Products for Human Use (CHMP) of the European Medicines Agency, endorsing it for use in the European Union (E"
198439664f07073b,admission_delisting,0.0534,0.0,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 21, 2025 ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $8.64 $8.65 $8.72 $9.19 $9.23 Last Trade $8.64 $8.68 $9.16 $9.16 $9.61 Price Change +$0.01 +$0.04 +$0.48 --- +$0.45 Percent Change +0.12% +0.46% +5.53% 0.00% +4.91% Day High $8.91 $8.71 $9.18 $9.20 $9.62 Day Low $8.57 $8.51 $8.68 $9.04 $9.20 Volume 228,538 174,372 386,732 207,166 292,955 Visit the website → You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15-19, 102, Reykjavik,, Icel"
198439a266bf51ae,admission_delisting,0.0534,0.0003,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 21, 2025 All Releases COMPANY's tree pollen tablet (ITULAZAX®) now recommended by NICE for use in the UK health system ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 194.30 192.00 190.10 191.90 197.50 Last Trade 192.80 190.00 192.30 197.50 197.50 Price Change -1.40 -2.80 +2.30 +5.20 --- Percent Change -0.72% -1.45% +1.21% +2.70% 0.00% Day High 195.90 193.00 192.40 198.30 198.70 Day Low 192.20 189.30 190.10 191.90 196.70 Volume 116,505 117,957 91,763 93,305 102,952 Visit the website → You are subscribed to COMPANY Investor R"
19850163a5e193f8,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 35 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 35 COMPANY Bank share buy-back programme: Transactions in week 30. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
198678cea2b9c205,admission_delisting,0.0534,0.0,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 28, 2025 ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 199.00 193.40 192.40 188.00 Last Trade 198.00 193.50 192.50 191.20 189.00 Price Change +0.50 -4.50 -1.00 -1.30 -2.20 Percent Change +0.25% -2.27% -0.52% -0.68% -1.15% Day High 200.40 194.00 193.30 189.30 Day Low 197.90 191.70 190.90 184.80 Volume 151,126 127,036 129,959 152,593 Visit the website → You are subscribed to COMPANY Investor Relations' email alerts. To unsubscribe from all alerts, please click here. COMPANY Bøge Allé 6-8 DK-2970, Hørsholm,, Denmark Service p"
19866671bb75c3c9,admission_delisting,0.0535,0.0001,ml,admission_delisting,needs_review_low_sim,COMPANY Bank Group demonstrates resilience in the EU-wide stress test,"Press releaseDanske Bank Group demonstrates resilience in the EU-wide stress test Read more Dont miss out on news You receive this type of e-mail when we publish a press release, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 61126228 - København Denne mail kan i"
19867a0354cb2cbf,admission_delisting,0.0534,0.0001,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of July 28, 2025 SEC Filing 6-K F-3ASR ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $9.75 $9.76 $9.71 $9.41 $8.91 Last Trade $9.81 $9.72 $9.28 $9.06 $8.79 Price Change +$0.20 -$0.09 -$0.44 -$0.22 -$0.27 Percent Change +2.08% -0.92% -4.53% -2.37% -2.98% Day High $9.91 $9.94 $9.73 $9.46 $9.06 Day Low $9.53 $9.59 $9.14 $8.96 $8.76 Volume 331,878 251,069 293,444 313,621 285,194 Visit the website → You are subscribed to COMPANY Investor Relations email alerts. To unsubscribe from all alerts, please click here. COMPANY Saemundargata 15"
198742254760339f,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 36 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 36 COMPANY Bank share buy-back programme: Transactions in week 31. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
1987eca2cb5c4978,admission_delisting,0.0536,0.0001,ml,admission_delisting,needs_review_low_sim,COMPANY Bank: New consensus estimates,"New consensus estimates. We have received new earnings estimates for COMPANY Bank for Q3 2025, FY 2025, 2026, 2027. See consensus estimates here It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 61126228 - København Denne mail kan indeholde fortrolig information. Har du modtaget mailen ved en fejl, beder vi dig derfor informere afsender om fejlen - og efterfølgende slette mailen i dit system uden at videresende eller kopiere den. Selv om mailen"
19884b5aa0f06a9b,admission_listing,0.0539,0.0004,ml,admission_listing,needs_review_low_sim,COMPANY CAPITAL MARKETS DAY 2025,"COMPANY CAPITAL MARKETS DAY 2025 COMPANY invites institutional investors, analysts, and financial media to the company's Capital Markets Day on Wednesday 1 October 2025. COMPANY CAPITAL MARKETS DAY 2025 7.8.2025 15:25:11 | COMPANY | Press release COMPANY invites institutional investors, analysts, and financial media to the company's Capital Markets Day on Wednesday 1 October 2025. COMPANY is pleased to invite institutional investors, analysts, and financial media to attend our Capital Markets Day on 1 October 2025 from 10:00-16:30 CEST, at the headquarters of COMPANY, Baltorpbakken 13, 2750 Ba"
1988961f5dc688b7,admission_delisting,0.0535,0.0,rules,earnings_report,by_rules,INVITATION TO COMPANY Q2 2025 CONFERENCE CALL,"INVITATION TO COMPANY Q2 2025 CONFERENCE CALL INVESTOR NEWS no. 23 - 8 August 2025 COMPANY expects to publish the Q2 2025 report on 20 August 2025 at around 07:30 CET. Torben Carlsen, CEO, and Karen Boesen, CFO, will present the report on a live conference call. The presentation will be followed by a Q&A session. Investors, analysts and other interested parties are invited to take part. Conference call Date: 20 August 2025 Time: 10:00 CET Registration: Register ahead of the call via this link. Access code is mailed after registration. Live-streaming of the conference call is available from thi"
1988ba81f32e0934,admission_delisting,0.0533,0.0001,ml,admission_delisting,needs_review_low_sim,Weekly Summary Alert for COMPANY,"COMPANY added the following items during the week of August 4, 2025 ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 189.00 189.60 187.20 181.80 185.00 Last Trade 186.90 187.20 181.80 185.00 178.10 Price Change -2.10 +0.30 -5.40 +3.20 -6.90 Percent Change -1.11% +0.16% -2.88% +1.76% -3.73% Day High 190.40 189.60 188.00 185.50 186.10 Day Low 185.30 186.00 181.10 181.80 177.50 Volume 118,690 154,077 172,337 84,585 109,836 Visit the website → You are subscribed to COMPANY Investor Relations' email alerts. To unsubscribe from all alerts, please click here. COMPANY Bøge Allé 6-8 DK-2970,"
198982efcedfca2a,admission_delisting,0.0536,0.0002,rules,share_buyback,by_rules,Company Announcement no 37 - COMPANY Bank share buy-back programme,"Company announcementCompany Announcement no 37 COMPANY Bank share buy-back programme: Transactions in week 32. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via COMPANY Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address COMPANY Bank A/S CVR-nr. 6"
198a53b3290c4d2d,admission_listing,0.0537,0.0001,ml,admission_listing,needs_review_low_sim,End of Day Stock Quote,"NYSE:JBTM Last Price 145.64 Change 4.83 Volume 566,714 % Change 3.43% Day High 145.64 52 Week High 145.64 Day Low 141.43 52 Week Low 82.64 Today's Open 142.49 Previous Close 140.81 8/13/2025 4:00 PM To unsubscribe from this list, please visit the email alert section of the COMPANY site. Date Sent: 8/13/2025 4:59:34 PM Powered by Q4 Inc."
