press_release_id,release_date,company_name,category,source,source_url,cid,category_name,cat_sim,cat_margin,decision,_silhouette,cluster,title,snippet
198ac350bf6818d9,2025-08-15,Skanska AB,unknown,gmail,,equity_actions_non_buyback,Equity actions (non-buyback),0.7457,0.0032,needs_review_margin,-0.0415,21,"Skanska ersätter skolbyggnad i Des Moines, Washington, USA, för USD 91M, cirka 920 miljoner kronor","Skanska ersätter skolbyggnad i Des Moines, Washington, USA, för USD 91M, cirka 920 miljoner kronor Publicerad: 2025-08-15 07:30:00 CEST Skanska AB - Nyheter för investerare Skanska ersätter skolbyggnad i Des Moines, Washington, USA, för USD 91M, cirka 920 miljoner kronor Skanska har tecknat avtal med Highline Public Schools District för Pacific Middle School Replacement Project i Des Moines, Washington, USA. Kontraktet är värt USD 91M, cirka 920 miljoner kronor, vilket kommer att inkluderas i orderingången för USA för det tredje kvartalet 2025. Pacific Middle School Replacement Project omfatta"
198ea1ce6d5ee204,2025-08-27,Tourn International AB,unknown,gmail,,earnings_report,Earnings report,0.7465,0.0034,needs_review_margin,0.0618,31,TOURN presenterar Q2,"TOURN presenterar Q2 Publicerad: 2025-08-27 08:00:00 CEST Tourn International AB - Nyheter för investerare TOURN presenterar Q2 TOURN presenterar Q2 Idag den 26e augusti kommer TOURNs VD Robin Stenman att presentera och svara på frågor kring kvartalsrapport två. Detta kommer göras på TOURNs egna Youtube-kanal. Videon kommer att laddas upp på TOURNs Youtube-kanal under eftermiddagen: Vill du ställa frågor till VD, vänligen maila ir(at)tourn.com //VD, Robin Stenman TOURN International AB (PUBL) ir(at)tourn.com Bifogade filer: 08277291.pdf This email message was delivered to Avsluta denna prenume"
19878ec9deadb1a5,2025-08-05,Atlas Copco,unknown,gmail,,labor_workforce,Labor / Workforce,0.7470,0.0022,needs_review_margin,0.4153,38,Swedish compressor and power equipment distributor has become part of Atlas Copco Group,"[*] Swedish compressor and power equipment distributor has become part of Atlas Copco Group Nacka, Sweden, August 5, 2025: Itsab AB (“Itsab”), a Swedish compressor and power equipment distributor, has become part of Atlas Copco Group. Itsab was founded in 1985 and is located in northern Sweden. The company has its headquarters in Luleå and two additional branches in Gällivare and Kiruna. The company sells and services equipment to supply compressed air, nitrogen, oxygen, vacuum, backup power, pumps, piping systems and rental solutions for customers in mining, construction and general industry."
198d08f5260cf899,2025-08-22,Apotea AB (publ),unknown,gmail,,legal_regulatory_compliance,Legal / Regulatory / Compliance,0.7472,0.0034,needs_review_margin,-0.0253,21,Arbetstagarrepresentanter i styrelsen,"Arbetstagarrepresentanter i styrelsen Publicerad: 2025-08-22 08:55:00 CEST Apotea AB (publ) - Ändring av styrelse/ledning/revisor Arbetstagarrepresentanter i styrelsen Unionens lokala facklubb, UA Svea, har utsett Sara Lenasdotter och Lisa Öberg till arbetstagarrepresentanter i Apotea AB (publ) (”Apotea”) styrelse. Arbetstagarrepresentanterna kommer att ingå i styrelsen från och med 1 september 2025. Sara Lenasdotter, född 1992, är utbildad inom förpackningsdesign på Brobygrafiska och arbetar sedan 2021 som Designer på Apotea. Lisa Öberg, född 1993, är utbildad grafisk formgivare på Brobygrafi"
198e7003e875b712,2025-08-26,Tokmanni Group Oyj,unknown,gmail,,equity_actions_non_buyback,Equity actions (non-buyback),0.7475,0.0068,needs_review_margin,0.1971,18,Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025,"Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025 Julkaistu: 2025-08-26 17:30:00 CEST Tokmanni Group Oyj - Muutokset omien osakkeiden omistuksessa Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025 Tokmanni Group Oyj PÖRSSI-ILMOITUS 26.8.2025 Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025 Helsingin Pörssi Päivämäärä 26.8.2025 Pörssikauppa Osto Osakelaji TOKMAN Osakemäärä 23 010 osaketta Keskihinta/ osake 9,4854 EUR Kokonaishinta 218 259,05 EUR Yhtiön hallussa olevat omat osakkeet 26.8.2025 tehtyjen kauppojen jälkeen: 179 945 kpl. Omia osakkeita hankitaan markkinoiden väärin"
198bcd6514f70714,2025-08-18,Intervacc AB,unknown,gmail,,equity_actions_non_buyback,Equity actions (non-buyback),0.7476,0.0005,needs_review_margin,0.0494,20,"Intervacc's distributionspartner Dechra lanserar Strangvac i Spanien, Portugal och Slovenien","Intervacc's distributionspartner Dechra lanserar Strangvac i Spanien, Portugal och Slovenien Publicerad: 2025-08-18 13:00:00 CEST Intervacc AB - Pressmeddelande Intervacc's distributionspartner Dechra lanserar Strangvac i Spanien, Portugal och Slovenien Intervacc AB (publ) meddelar idag att bolagets europeiska distributionspartner Dechra Pharmaceuticals PLC, (”Dechra”) lanserar Strangvac i Spanien, Portugal och Slovenien. Vaccinvialer mot den allvarliga och smittsamma hästsjukdomen kvarka förväntas inom kort finnas tillgängliga för leverans på dessa marknader. ”Strangvac är godkänt för försälj"
198e5520e9006b72,2025-08-26,Balco Group AB,unknown,gmail,,equity_actions_non_buyback,Equity actions (non-buyback),0.7477,0.0026,needs_review_margin,-0.0503,21,Balco Group utser utser Carin Bengtsson till interim CFO,"Balco Group utser utser Carin Bengtsson till interim CFO Publicerad: 2025-08-26 09:40:00 CEST Balco Group AB - Nyheter för investerare Balco Group utser utser Carin Bengtsson till interim CFO Balco Group har utsett Carin Bengtsson till interim CFO med tillträde den 8 september 2025. Carin Bengtsson har en lång erfarenhet av CFO- och managementroller och kommer senast från en roll som CFO för Volitogruppen. Nuvarande CFO, Michael Grindborn, kommer att trappa ner sitt operativa engagemang i samband med detta men kvarstår i bolaget under en överlämningsperiod för att säkerställa kontinuitet och e"
198d14690aa4aea0,2025-08-22,Nordfyns Bank A/S,unknown,gmail,,capital_raise_rights_issue,Capital raise / Rights issue,0.7480,0.0067,needs_review_margin,-0.0269,19,Middelfart Sparekasser hæver fusionstilbud til 620 kr.,"Middelfart Sparekasser hæver fusionstilbud til 620 kr. Offentliggjort: 2025-08-22 12:15:15 CEST Nordfyns Bank A/S - Intern viden Middelfart Sparekasser hæver fusionstilbud til 620 kr. Nordfyns Bank har som led i dialogen med Middelfart Sparekasse i dag modtaget meddelelse om, at Middelfart Sparekasse vil hæve fusionsvederlaget til 620 kr. pr. aktie i Nordfyns Bank. Der henvises til vedlagte meddelelse. Vedhæftet fil Meddelelse_nr20_2025 Vedhæftet fil: Meddelelse_nr20_2025.pdf This email message was delivered to Annuller dette abonnement This news release was distributed by Company News System,"
198ea017fae61ba5,2025-08-27,NCC AB,unknown,gmail,,capital_raise_rights_issue,Capital raise / Rights issue,0.7482,0.0070,needs_review_margin,-0.0822,21,NCC bygger om polisens lokaler i Karlstad,NCC bygger om polisens lokaler i Karlstad Publicerad: 2025-08-27 07:30:00 CEST NCC AB - Nyheter för investerare NCC bygger om polisens lokaler i Karlstad NCC ska på uppdrag av Skandrenting och Polismyndigheten bygga om och expandera Polismyndighetens kontorslokaler i Karlstad. Projektet möjliggör att en stor del av Karlstads polisverksamhet kan samlas under ett tak. Affären är en totalentreprenad i samverkan med ett ordervärde på cirka 500 MSEK. – Polisen har tillsammans med Skandrenting sett över möjligheterna för en om- och tillbyggnad av sina lokaler i Karlstad utifrån dagens förutsättninga
198eb0f45a111fa9,2025-08-27,Stenhus Fastigheter i Norden AB (publ),unknown,gmail,,capital_raise_rights_issue,Capital raise / Rights issue,0.7489,0.0040,needs_review_margin,-0.0482,21,"Stenhus Fastigheter i Norden AB lanserar ett certifikatprogram med ett rambelopp om 1,000 miljoner kronor","Stenhus Fastigheter i Norden AB lanserar ett certifikatprogram med ett rambelopp om 1,000 miljoner kronor Publicerad: 2025-08-27 12:25:00 CEST Stenhus Fastigheter i Norden AB (publ) - Nyheter för investerare Stenhus Fastigheter i Norden AB lanserar ett certifikatprogram med ett rambelopp om 1,000 miljoner kronor Stenhus Fastigheter i Norden AB (publ) (“Stenhus” eller ”Bolaget”) har för avsikt att under början av september 2025 lansera ett företagscertifikatprogram med ett rambelopp om 1,000 miljoner kronor. Löptiden kommer att uppgå till högst 1 år och som ett första steg avser Bolaget att ge "
19781cccbaa0b90b,2025-06-18,HEMKÖPSKEDJAN,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7493,0.0051,needs_review_margin,-0.0142,21,Supermarket Orrby i Grums ansluter till Hemköpskedjan,"[*] Supermarket Orrby i Grums ansluter till Hemköpskedjan Handlarbröderna Kent Lennartsson och Krister Lennartsson med livsmedelsbutiken Supermarket Orrby i Grums tar steget över till Hemköpskedjan senare i år. Tillsammans med Hemköpskedjan ser Kent och Krister nu fram emot att utveckla kundmötet ytterligare och att stärka den lokala konkurrensen på orten. Supermarket Orrby är ett riktigt familjeföretag, där bröderna Kent och Krister Lennartsson driver livsmedelsbutiken belägen i området Orrby i Grums tillsammans med Kents son Emil och Kristers son Markus. Butiken har ett tydligt fokus på pris"
198dfcff06e6c35f,2025-08-25,Tagehus Holding AB,unknown,gmail,,earnings_report,Earnings report,0.7495,0.0003,needs_review_margin,0.0531,31,Tagehus Holding AB: Delårsrapport april - juni 2025,"Tagehus Holding AB: Delårsrapport april - juni 2025 Publicerad: 2025-08-25 08:00:00 CEST Tagehus Holding AB - Halvårsrapport Tagehus Holding AB: Delårsrapport april - juni 2025 Tagehus Holding AB publicerar delårsrapport för andra kvartalet 2025, finns nu tillänglig på bolagets hemsida . För ytterligare information, vänligen kontakta: Axel Wingård, CFO +4673 258 60 36 Om Tagehus Tagehus Holding AB är ett familjeföretag med tydlig närvaro i fastighetsbranschen och ett långsiktigt ägarperspektiv. Huvudstrategin är att skapa långsiktig tillväxt och värdeökning genom att äga, utveckla och bygga. B"
198ea019444a4e52,2025-08-27,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7503,0.0029,needs_review_margin,0.1771,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 26.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 26.8.2025 Julkaistu: 2025-08-27 07:30:00 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 26.8.2025 27.8.2025 08:30:00 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 26.8.2025 Helsingin Pörssi Päivämäärä: 26.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 27 osaketta Keskihinta/osake: 85.0000 EUR Kokonaishinta: 2 295.00 EUR Yhtiön hallussa olevat omat osakkeet 26.8.2025 tehtyjen kauppojen jälkeen:
198bba7f8eb54389,2025-08-18,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7503,0.0034,needs_review_margin,0.1783,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 15.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 15.8.2025 Julkaistu: 2025-08-18 07:30:01 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 15.8.2025 18.8.2025 08:30:01 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 15.8.2025 Helsingin Pörssi Päivämäärä: 15.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 33 osaketta Keskihinta/osake: 83.0000 EUR Kokonaishinta: 2 739.00 EUR Yhtiön hallussa olevat omat osakkeet 15.8.2025 tehtyjen kauppojen jälkeen:
198c2f3d13efb5c4,2025-08-19,Tokmanni Group Oyj,unknown,gmail,,equity_actions_non_buyback,Equity actions (non-buyback),0.7510,0.0019,needs_review_margin,0.1528,18,Tokmanni Group Oyj: OMIEN OSAKKEIDEN HANKINTA 19.8.2025,"Tokmanni Group Oyj: OMIEN OSAKKEIDEN HANKINTA 19.8.2025 Julkaistu: 2025-08-19 17:30:00 CEST Tokmanni Group Oyj - Muutokset omien osakkeiden omistuksessa Tokmanni Group Oyj: OMIEN OSAKKEIDEN HANKINTA 19.8.2025 Tokmanni Group Oyj PÖRSSI-ILMOITUS 19.8.2025 Tokmanni Group Oyj: OMIEN OSAKKEIDEN HANKINTA 19.8.2025 Helsingin Pörssi Päivämäärä 19.8.2025 Pörssikauppa Osto Osakelaji TOKMAN Osakemäärä 30 000 osaketta Keskihinta/ osake 9,6761 EUR Kokonaishinta 290 283,00 EUR Yhtiön hallussa olevat omat osakkeet 19.8.2025 tehtyjen kauppojen jälkeen: 41 935 kpl. Omia osakkeita hankitaan markkinoiden väärink"
198dfb4853d8a8a7,2025-08-25,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7511,0.0018,needs_review_margin,0.1806,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 22.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 22.8.2025 Julkaistu: 2025-08-25 07:30:01 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 22.8.2025 25.8.2025 08:30:01 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 22.8.2025 Helsingin Pörssi Päivämäärä: 22.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 32 osaketta Keskihinta/osake: 83.0000 EUR Kokonaishinta: 2 656.00 EUR Yhtiön hallussa olevat omat osakkeet 22.8.2025 tehtyjen kauppojen jälkeen:
198d0416bb3af5f7,2025-08-22,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7511,0.0022,needs_review_margin,0.1799,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 21.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 21.8.2025 Julkaistu: 2025-08-22 07:30:00 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 21.8.2025 22.8.2025 08:30:00 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 21.8.2025 Helsingin Pörssi Päivämäärä: 21.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 31 osaketta Keskihinta/osake: 84.0000 EUR Kokonaishinta: 2 604.00 EUR Yhtiön hallussa olevat omat osakkeet 21.8.2025 tehtyjen kauppojen jälkeen:
198ac34e2a4ae072,2025-08-15,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7513,0.0041,needs_review_margin,0.1774,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Julkaistu: 2025-08-15 07:30:00 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 15.8.2025 08:30:00 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 14.8.2025 Helsingin Pörssi Päivämäärä: 14.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 33 osaketta Keskihinta/osake: 83.0000 EUR Kokonaishinta: 2 739.00 EUR Yhtiön hallussa olevat omat osakkeet 14.8.2025 tehtyjen kauppojen jälkeen:
198ec269872c6d3d,2025-08-27,Tokmanni Group Oyj,unknown,gmail,,equity_actions_non_buyback,Equity actions (non-buyback),0.7515,0.0063,needs_review_margin,0.2048,18,Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025,"Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025 Julkaistu: 2025-08-27 17:30:00 CEST Tokmanni Group Oyj - Muutokset omien osakkeiden omistuksessa Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025 Tokmanni Group Oyj PÖRSSI-ILMOITUS 26.8.2025 Tokmanni Group Oyj: Omien osakkeiden hankinta 26.8.2025 Helsingin Pörssi Päivämäärä 26.8.2025 Pörssikauppa Osto Osakelaji TOKMAN Osakemäärä 35 000 osaketta Keskihinta/ osake 9,3886 EUR Kokonaishinta 328 601,00 EUR Yhtiön hallussa olevat omat osakkeet 26.8.2025 tehtyjen kauppojen jälkeen: 214 945 kpl. Omia osakkeita hankitaan markkinoiden väärin"
198cb0d64bfbd81b,2025-08-21,Ework Group AB,unknown,gmail,,labor_workforce,Labor / Workforce,0.7516,0.0032,needs_review_margin,-0.0264,21,Ework Group etablerar sig i Tyskland och stärker sin europeiska närvaro,"Ework Group etablerar sig i Tyskland och stärker sin europeiska närvaro Publicerad: 2025-08-21 07:15:00 CEST Ework Group AB - Nyheter för investerare Ework Group etablerar sig i Tyskland och stärker sin europeiska närvaro Stockholm, 21 Augusti, 2025 Ework Group, en ledande partner inom total talent solutions, expanderar sin europeiska närvaro genom att etablera verksamhet i Tyskland i början av nästa år. Detta strategiska steg är en del av bolagets långsiktiga tillväxtplan för att stödja kunders internationella utveckling och ytterligare stärka sin position som en ledande aktör på den europeis"
198e4dadb6bd5bd3,2025-08-26,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7517,0.0030,needs_review_margin,0.1769,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 25.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 25.8.2025 Julkaistu: 2025-08-26 07:30:00 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 25.8.2025 26.8.2025 08:30:00 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 25.8.2025 Helsingin Pörssi Päivämäärä: 25.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 30 osaketta Keskihinta/osake: 85.0000 EUR Kokonaishinta: 2 550.00 EUR Yhtiön hallussa olevat omat osakkeet 25.8.2025 tehtyjen kauppojen jälkeen:
198cb1b0e92f42a7,2025-08-21,Asuntosalkku Oyj,unknown,gmail,,admission_delisting,Delisting / Trading halt,0.7519,0.0029,needs_review_margin,0.1790,0,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 20.8.2025,Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 20.8.2025 Julkaistu: 2025-08-21 07:30:00 CEST Asuntosalkku Oyj - Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 20.8.2025 21.8.2025 08:30:00 EEST | Asuntosalkku Oyj | Muut pörssin sääntöjen nojalla julkistettavat tiedot Asuntosalkku Oyj: OMIEN OSAKKEIDEN HANKINTA 20.8.2025 Helsingin Pörssi Päivämäärä: 20.8.2025 Pörssikauppa: OSTO Osakelaji: ASUNTO Osakemäärä: 33 osaketta Keskihinta/osake: 84.0000 EUR Kokonaishinta: 2 772.00 EUR Yhtiön hallussa olevat omat osakkeet 20.8.2025 tehtyjen kauppojen jälkeen:
