press_release_id,true_cid,suggested_cid,suggested_name,cat_sim,cat_margin,decision,release_date,company_name,title,snippet,source,source_url
19784cd14e7ee872,,admission_delisting,Delisting / Trading halt,0.7728,0.0072,needs_review_margin,2025-06-18,Ritzau,Carlsberg A/S: Activate your release subscription,Activate your release subscription Activate your release subscription Click the link below to begin activation of your subscription or to cancel the subscription request to publisher Carlsberg A/S. This service is provided by Via Ritzau. When you accept to be registrered as subscriber and by that receive pressreleases via Ritzau you also accept that we share stastistics about what pressreleases you have opened with those of Ritzaus existing customers that have sent pressreleases to you: . ​,gmail,
19784cbf7aee14f6,,dividend,Dividend,0.7875,0.0,needs_review_margin,2025-06-18,Camurus AB,Opt-In,"Thank you for subscribing to Camurus AB services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:",gmail,
19782e9c468dab98,,earnings_report,Earnings report,0.7713,0.0115,needs_review_margin,2025-06-18,Autoliv,"Invitation to Autoliv’s Q2, 2025 Earnings Call","[*] Invitation to Autoliv’s Q2, 2025 Earnings Call (Stockholm, Sweden, June 18, 2025) – Autoliv Inc., plans to publish its Financial Report for the second quarter 2025 on Friday, July 18, 2025 at 12:00 Central European Time (CET). The report will be available at In addition, a teleconference will take place the same day. Q2 2025 Earnings Call: Date: July 18, 2025 Time: 14:00 – 15:00 CET Main speaker: Mikael Bratt, President & CEO To attend by webcast, please use the link on our web or the link below: To attend by phone, use the link below to register your participation and obtain your personal",gmail,
19781dc298a97bf0,,pdmr_managers_transactions,Managers' transactions (PDMR),0.7689,0.0018,needs_review_margin,2025-06-18,Bavarian Nordic A/S,Bavarian Nordic Announces Sale of Priority Review Voucher for USD 160 Million,"COPENHAGEN, Denmark, June 18, 2025 – Bavarian Nordic A/S (OMX: BAVA) announced today that it has entered into an agreement to sell its Priority Review Voucher (PRV) for a total cash consideration of USD 160 million. Bavarian Nordic was awarded the PRV in February 2025, following the approval by the U.S. Food and Drug Administration of the chikungunya vaccine, VIMKUNYA™ for prevention of disease caused by chikungunya virus in people 12 years of age and older. Pursuant to a license agreement assumed upon acquisition of the chikungunya vaccine in 2023, National Institutes of Health (NIH) will rec",gmail,
1978219b50bec6fb,,equity_actions_non_buyback,Equity actions (non-buyback),0.755,0.0007,needs_review_margin,2025-06-18,Atrium Ljungberg AB,"Atrium Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00","[*] Atrium Ljungberg bjuder in till presentation av delårsrapporten Q2 2025, den 4 juli klockan 9.00 Med anledning av delårsrapporten januari – juni 2025 bjuder Atrium Ljungberg in till webbpresentation klockan 9.00 den 4 juli. Delårsrapporten offentliggörs klockan 7.30 samma dag. Analytiker, investerare, media och andra intresserade är välkomna att delta i presentationen där vd Annica Ånäs och cfo Anna Jepson presenterar resultatet för Q2 2025. Presentationen hålls på svenska och kan följas live via webb med möjlighet att ställa frågor. Länk till webbsändning: Vill du ställa frågor, anslut vi",gmail,
19781bb569859cf6,,equity_actions_non_buyback,Equity actions (non-buyback),0.7487,0.0041,needs_review_margin,2025-06-18,Atlas Copco,Korean based compressor manufacturer has become part of Atlas Copco Group,"[*] Korean based compressor manufacturer has become part of Atlas Copco Group Nacka, Sweden, June 18, 2025: Kyungwon Machinery Industry Co., Ltd. (“Kyungwon”) a manufacturer of oil-injected and oil-free screw air compressors as well as oil-free scroll air compressors has become part of Atlas Copco Group. Kyungwon is located and has its manufacturing plant in Siheung-si, Gyeonggi-do, Korea and was founded in 1968. As part of the acquisition 126 employees will join Atlas Copco Group. The company’s product portfolio includes compressed air and air treatment solutions. Kyungwon provides solutions ",gmail,
19782b2aedc4393e,,product_launch_partnership,Product / Launch / Partnership,0.7331,0.0056,needs_review_margin,2025-06-18,Finnair,70 years of Finnair flights to Ivalo – Celebrating our history of extensive connections to Lapland,"[*] 70 years of Finnair flights to Ivalo – Celebrating our history of extensive connections to Lapland Finnair celebrates a significant milestone this week: 70 years since the launch of its first flight to Ivalo, the airline’s northernmost destination in Finland. The inaugural service took place on 18 June 1955, marking the beginning of a long-standing commitment to connecting travellers with the unique nature and culture of Finnish Lapland. At that time, the route was operated via Oulu, Kemi, and Rovaniemi with a DC-3 aircraft. Located in the heart of Northern Lapland, Ivalo serves as a gatew",gmail,
19786c60b6150978,,guidance_outlook,Guidance / Outlook,0.7546,0.0004,needs_review_margin,2025-06-19,Vitec Software Group,Vitec Software Group Invites You to a Presentation of the Interim Report January-June 2025,"Vitec publishes its Interim report on July 11, 2025 at 8.00 am (CEST), followed by a webcast presentation about the group and the report with Olle Backman, CEO, and Patrik Fransson, Head of Investor Relations, at 10.00 am (CEST). The presentation will be in English and webcast live via link: Q2 Report 2025 ( After the presentation, there will be a Q & A session. Please register via the link below and you will receive a phone number and a conference ID to log in to the conference call. Link: Call Access ( The presentation and the recording of the webcast will be available on Vitec's website aft",gmail,
19788a5ee85f420b,,admission_listing,Admission / Listing,0.7505,0.0055,needs_review_margin,2025-06-19,Ambu A/S,AMBU OBTAINS FDA CLEARANCE FOR FIRST-EVER SINGLE-USE FLEXIBLE CYSTO-NEPHROSCOPY SOLUTION,"AMBU OBTAINS FDA CLEARANCE FOR FIRST-EVER SINGLE-USE FLEXIBLE CYSTO-NEPHROSCOPY SOLUTION The FDA clearance for the Ambu® aScope™ 5 Cysto HD marks a historic milestone as the first ever single-use cysto-nephroscope to receive such clearance in the US. It follows the CE mark in Europe earlier this year, representing an important step forward in endoscopic technology and reinforcing Ambu’s commitment to innovation and advancement in urology care. AMBU OBTAINS FDA CLEARANCE FOR FIRST-EVER SINGLE-USE FLEXIBLE CYSTO-NEPHROSCOPY SOLUTION 19.6.2025 16:43:47 | Ambu A/S | Press release The FDA clearance",gmail,
19789b912027604e,,dividend,Dividend,0.7598,0.0061,needs_review_margin,2025-06-19,Google Cloud,Account confirmation: Your Google Cloud Platform trial,"Google Cloud Go to my console Welcome to Google Cloud. Learn the fundamentals with this tutorial – and see what else you can do on GCP with our Always Free tier. Go to my console Beginning today, you have $300 USD in credit which you can use to: - Evaluate Google Cloud risk-free* - Explore a wide range of Google Cloud products and services – from Compute Engine and BigQuery to industry-leading AI . - Easily check your credit usage by visiting the billing section of your Google Cloud console See what’s always free. Before diving into your free trial, take a moment to explore over 20 always-free",gmail,
1978f549bb8a27af,,admission_delisting,Delisting / Trading halt,0.7819,0.0002,needs_review_margin,2025-06-20,ALK,Weekly Summary Alert for ALK,"ALK added the following items during the week of June 16, 2025 All Releases ALK presented comprehensive data on two new paediatric AIT tablets and a nasal adrenaline spray at EAACI 2025 ALK’s tablet mod træpollenallergi godkendt til allergivaccination af børn fra fem år ALKB Monday Tuesday Wednesday Thursday Friday Opening Price 185.40 181.40 179.50 179.20 181.60 Last Trade 183.00 180.50 180.40 181.50 181.00 Price Change -2.50 -2.50 -0.10 +1.10 -0.50 Percent Change -1.35% -1.37% -0.06% +0.61% -0.28% Day High 186.80 182.60 181.70 182.40 182.80 Day Low 181.20 179.30 179.40 179.00 179.90 Volume 1",gmail,
1978f50da17513ac,,admission_delisting,Delisting / Trading halt,0.7719,0.0002,needs_review_margin,2025-06-20,Alvotech,Weekly Summary Alert for Alvotech,"Alvotech added the following items during the week of June 16, 2025 ALVO Monday Tuesday Wednesday Thursday Friday Opening Price $9.75 $9.30 $9.20 N/A $8.90 Last Trade $9.34 $9.22 $9.01 N/A $9.35 Price Change -$0.40 -$0.12 -$0.21 N/A +$0.34 Percent Change -4.11% -1.28% -2.28% N/A +3.77% Day High $9.75 $9.45 $9.21 N/A $9.40 Day Low $9.29 $9.21 $8.98 N/A $8.73 Volume 105,879 81,445 143,329 N/A 268,158 Visit the website → You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Servi",gmail,
197921fc99c66e57,,admission_delisting,Delisting / Trading halt,0.7823,0.0036,needs_review_margin,2025-06-21,Maersk,Customise your preferences to receive updates tailored to your business needs,"MaerskIf you have trouble viewing this email, click here to view an online version. ALL THE WAY Dear Customer, Have you updated your preferences yet? You most likely have a steady stream of emails and newsletters making way into your inbox. By updating your preferences, we can ensure you only receive the news and insights from us that matter the most to you and your business. Whether you want to deep-dive into logistics insights, stay on top of the latest news and trends, or be the first to hear about new products and events (or all of the above), you can customise your preferences below – it'",gmail,
1979115c54e3f594,,dividend,Dividend,0.7625,0.0007,needs_review_margin,2025-06-21,AstraZeneca,Alexion data presented at EAN 2025 highlights its leadership and commitment to improving patient outcomes in rare neurological diseases,"Click here ( to view online. Add this email (mailto: ) to your safelist. AstraZeneca logo Alexion data presented at EAN 2025 highlights its leadership and commitment to improving patient outcomes in rare neurological diseases 21 June 2025 Alexion, AstraZeneca Rare Disease, will present seven abstracts, including four oral presentations, from its leading rare neurology portfolio at the European Academy of Neurology (EAN) Annual Congress in Helsinki, Finland, 21 to 24 June 2025. Read more ( RSS Feed ( Follow us on X ( Follow us on LinkedIn ( Legal notice and Terms of Use ( Privacy policy ( Cooki",gmail,
1979b43f78ad6c23,,agm_egm_governance,AGM/EGM & governance,0.8004,0.0134,needs_review_margin,2025-06-23,Castellum,Updated notice convening the Extraordinary General Meeting of Castellum Aktiebolag,"The shareholders of Castellum Aktiebolag, Corporate ID No. 556475-5550, (""Castellum"" or the ""Company"") are given notice to attend the Extraordinary General Meeting to be held on Friday, 18 July 2025, at 11.00 a.m. CEST at Castellum’s office at United Spaces, Torsgatan 26, Stockholm. The entrance opens at 10.30 a.m. CEST. On 17 June 2025, a unanimous Nomination Committee published its proposal regarding the number of Board members, remuneration to the Board members and election of the Board of Directors of Castellum ahead of the Extraordinary General Meeting to be held on Friday, 18 July 2025. ",gmail,
1979b9693575c793,,dividend,Dividend,0.7753,0.0087,needs_review_margin,2025-06-23,Bravida Holding AB,Invitation to presentation of Bravida’s interim report for the second quarter 2025,"[*] Invitation to presentation of Bravida’s interim report for the second quarter 2025 Bravida’s interim report for the second quarter 2025 will be published 07:30 CEST on 11 July 2025. The report will be presented at 09:30 CEST by CEO and Group President Mattias Johansson and CFO Petra Vranjes. The presentation will be held in English and can be followed on the web or by phone. Link to webcast Telephone conference To participate in the conference call, please register via this link: After registration, you will be provided with telephone numbers and a conference ID to access the conference. T",gmail,
1979bceaa0e96c6a,,admission_delisting,Delisting / Trading halt,0.752,0.0055,needs_review_margin,2025-06-23,Alvotech,"European Medicines Agency Recommends Market Approval of AVT06, Alvotech’s Proposed Biosimilar to Eylea® (aflibercept)","June 23, 2025 4:00 AM EDT European Medicines Agency Recommends Market Approval of AVT06, Alvotech’s Proposed Biosimilar to Eylea® (aflibercept) View this release → Or click here to view all releases. You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Service provided by Notified",gmail,
1979c57db691ed99,,equity_actions_non_buyback,Equity actions (non-buyback),0.7747,0.0014,needs_review_margin,2025-06-23,Danske Bank Subscription Service,Company Announcement no 30 - Danske Bank share buy-back programme,"Company announcementCompany Announcement no 30 Danske Bank share buy-back programme: Transactions in week 25. Read more Dont miss out on news You receive this type of e-mail when we publish a company announcement, but did you know that you can also be notified when we publish press releases or articles? Log on to your profile and sign up for your preferred subscriptions: Log-on Contact us It is not possible to reply on this mail but you can contact us via Danske Bank Group, Bernstorffsgade 40, 1577 København V, Tel. +45 33 44 00 00 Unsubscribe/Change e-mail address Danske Bank A/S CVR-nr. 6112",gmail,
1979c9583af8afaa,,dividend,Dividend,0.7481,0.0025,needs_review_margin,2025-06-23,Alvotech,New Form 6-K for Alvotech,"June 23, 2025 A Form 6-K has been filed with the United States Securities and Exchange Commission. View this filing → Or click here to view all filings. You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Service provided by Notified",gmail,
1979e63076c0c76c,,equity_actions_non_buyback,Equity actions (non-buyback),0.7439,0.0049,needs_review_margin,2025-06-23,AstraZeneca,Datroway approved in US for EGFRm lung cancer,Click here ( to view online. Add this email (mailto: ) to your safelist. AstraZeneca logo Datroway approved in the US for patients with previously treated advanced EGFR-mutated non-small cell lung cancer 23 June 2025 Datroway (datopotamab deruxtecan or Dato-DXd) has been approved in the US for the treatment of adult patients with locally advanced or metastatic EGFR-mutated non-small cell lung cancer (NSCLC) who have received prior EGFR-directed therapy and platinum-based chemotherapy. Read more ( RSS Feed ( Follow us on X ( Follow us on LinkedIn ( Legal notice and Terms of Use ( Privacy policy,gmail,
197a2c1e3028593b,,debt_bond_issue,Debt / Bond issue,0.7901,0.025,auto_assign,2025-06-24,Arion Bank,Arion Bank hf.: Covered Bond Offering Results,"Today Arion Bank has concluded a sale of a covered bonds in the series ARION CBI 31 for a total of ISK 2,080 m. In the series ARION CBI 31 a total of 18 bids for ISK 2,900m were received at a yield in the range of 3.63 – 3.88%. Bids in the amount of ISK 2,080m were accepted at a 3.75% yield. The Bank is issuing an additional ISK 960m of the series for bond lending purposes in relation to market making. The total size of the series following the issuance will be ISK 3,040m. The bonds are scheduled to be admitted to trading on Nasdaq Iceland on June 30 2025. The bonds will be issued under Arion ",gmail,
197a0eed2cd9e560,,guidance_outlook,Guidance / Outlook,0.7498,0.0018,needs_review_margin,2025-06-24,DFDS A/S,Historic Esbjerg–UK route celebrates 150 years of maritime connection,"Historic Esbjerg–UK route celebrates 150 years of maritime connection DFDS marks the 150th anniversary of the iconic Esbjerg–UK route , a vital freight corridor that has connected Denmark and the United Kingdom since the inaugural voyage in 1875. Each year the route handles more than 100.000 single trailers - equivalent to 1.5 million lanemeters of cargo - making it an important freight link in Northern Europe. While passenger services operated from 1925 to 2014, freight has always been the backbone of the route. In the early days, ships carried live cattle; by the 20th century, they transport",gmail,
197a12a83eac1d81,,guidance_outlook,Guidance / Outlook,0.7714,0.0004,needs_review_margin,2025-06-24,Asmodee Group AB,Asmodee publishes Annual and Sustainability Report for 24/25,"Boulogne-Billancourt, June 24, 2025 – Asmodee, a global leader in the tabletop games industry, today publishes its Annual and Sustainability Report for the fiscal year 24/25. The report is available in both Swedish and English. The Swedish Annual and Sustainability Report is also available on the group's website ( in European Single Electronic Format (ESEF). A printed version can be ordered by emailing . For more information, contact Nathalie Redmo, Head of Investor Relations, asmodee Tel: +46 768 10 22 43 E-mail: Asmodee Corporate Communications team E-mail: About asmodee Asmodee is a global ",gmail,
197a0866196333ed,,guidance_outlook,Guidance / Outlook,0.773,0.0006,needs_review_margin,2025-06-24,Ericsson,EMR June 2025 highlights growing monetization appeal of 5G fixed wireless access,"[*] EMR June 2025 highlights growing monetization appeal of 5G fixed wireless access * More than half of all service providers globally who offer fixed wireless access now do so with speed-based monetization benefits enhanced by 5G * 5G subscriptions to top 2.9 billion globally by the end of 2025 * 5G networks forecast to handle 80 percent of global mobile traffic by the end of 2030 Fixed Wireless Access (FWA) continues to grow in appeal to communications service providers (CSPs) around the world, with the ability to offer speed-based tariff plans - enhanced by 5G capabilities - proving partic",gmail,
197a085c191ee321,,earnings_report,Earnings report,0.7667,0.0025,needs_review_margin,2025-06-24,Castellum,Invitation to presentation of Castellum’s half-year report January-June 2025,"On Tuesday 15 July, at 8:00 a.m. (CEST), Castellum will publish its half-year report for the period January-June 2025. Investors, analysts and journalists are invited to a live presentation of the report at 9:00 a.m. (CEST), where CEO Joacim Sjöberg and CFO Jens Andersson will be commenting on the results. The report will be published at 8:00 a.m. (CEST) and will be available here: The presentation will be available on the same page at 8:00 a.m. (CEST). If you wish to participate via the webcast, please use the link below. Via the webcast, you can ask written questions. If you wish to particip",gmail,
197a0a19634f326c,,orders_contracts,Orders / Contracts,0.7602,0.0017,needs_review_margin,2025-06-24,Bravida Holding AB,Bravida Finland strengthens its electrical installation services in Eastern Finland,"[*] Bravida Finland strengthens its electrical installation services in Eastern Finland Bravida Finland acquires TS Sähkötekniikka Oy, thereby strengthening its position in electrical contracting and maintenance in Kuopio and the rest of Eastern Finland. The company has sales of around EUR 4.1 million and employs 12 people. TS Sähkötekniikka Oy operates in electrical contracting and design for both extension and refurbishment projects and for the industrial sector. It also carries out electrical maintenance and repairs as well as installation of charging points for electric vehicles. The compa",gmail,
197a5ad48f3827db,,sustainability_esg,Sustainability / ESG,0.7627,0.0049,needs_review_margin,2025-06-25,Electrolux Group,Visionary water-saving work presented at London Climate Week,"[*] Visionary water-saving work presented at London Climate Week [*] According to the United Nations, half of the world’s population already experiences severe water scarcity for at least part of the year, and this proportion is expected to increase in the future due to climate change and population growth. We speak with Tara Helms, Sustainability Director for Electrolux Group North America, about our latest water-efficient products and our involvement in the 50L Home Coalition’s pilot project to lower the use of water and energy in real homes in Los Angeles, California. The results are presen",gmail,
197a61b9e29d0ab6,,guidance_outlook,Guidance / Outlook,0.748,0.0022,needs_review_margin,2025-06-25,Alvotech,Positive Top Line Results from Confirmatory Efficacy Study for Proposed Biosimilar to Xolair® (omalizumab),"June 25, 2025 4:00 AM EDT Positive Top Line Results from Confirmatory Efficacy Study for Proposed Biosimilar to Xolair® (omalizumab) View this release → Or click here to view all releases. You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Service provided by Notified",gmail,
197a687bfc0b61a4,,share_buyback,Share buyback,0.824,0.0142,needs_review_margin,2025-06-25,Better Collective,Better Collective - Share buyback program,"On 22 May 2025, Better Collective A/S initiated a share buyback program for up to 10 mEUR, to be executed from 22 May 2025 to 26 August 2025. Regulatory Release no. 26/2025 The following transactions have been executed under the program: +-----------------+-------------+--------------+--------------+--------------+ | Date | Number of | Average | Amount (SEK) | Trading | | | shares | purchase | | venue | | | | price | | | | | | (SEK per | | | | | | share) | | | +-----------------+-------------+--------------+--------------+--------------+ | 18 June | 17,000 | 133.6413 | 2,271,902 | Nasdaq | | |",gmail,
197a6901f2bc893f,,dividend,Dividend,0.7469,0.0026,needs_review_margin,2025-06-25,Alvotech,New Form 6-K for Alvotech,"June 25, 2025 A Form 6-K has been filed with the United States Securities and Exchange Commission. View this filing → Or click here to view all filings. You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Service provided by Notified",gmail,
197a6f6a7999cdc7,,sustainability_esg,Sustainability / ESG,0.7493,0.0006,needs_review_margin,2025-06-25,Alfa Laval,Invitation to Alfa Laval’s second quarter conference call,"[*] Invitation to Alfa Laval’s second quarter conference call Alfa Laval will release second quarter earnings on 22 July at 07:30 am CEST. The conference call will start at 09:00 am CEST. The conference call is hosted by Alfa Laval’s President and CEO Tom Erixon and CFO Fredrik Ekström. To participate in the conference call and ask questions, please register on below link: Diamond Pass Registration You can also follow the conference via a live webcast. A webcast link will be available on | Alfa Laval Investors Contacts Johan Lundin Head of Investor Relations, Alfa Laval Mobile: +46 730 46 30 9",gmail,
197a75fc4d33478d,,incidents_controversies,Incidents / Controversies,0.7649,0.0047,needs_review_margin,2025-06-25,Finnair,"Industrial action on July 2, 4 and 7 will cause significant disruptions to Finnair flights – customers can change travel dates","[*] Industrial action on July 2, 4 and 7 will cause significant disruptions to Finnair flights – customers can change travel dates The Finnish Aviation Union (IAU) has announced industrial action on July 2, 4, and 7, which will cause large-scale disruptions to operations at Helsinki Airport. According to IAU, the four-hour strikes will affect different work shifts. As Finnair is the largest airline operating at Helsinki Airport, the industrial action will impact all essential ground services related to Finnair flights throughout those days. Finnair expects the effects of the industrial action ",gmail,
197a8d705c971074,,agm_egm_governance,AGM/EGM & governance,0.7816,0.0236,auto_assign,2025-06-25,Alvotech,Main Results of 2025 Annual and Extraordinary General Meeting,"June 25, 2025 4:45 PM EDT Main Results of 2025 Annual and Extraordinary General Meeting View this release → Or click here to view all releases. You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Service provided by Notified",gmail,
197ab4e94303f153,,dividend,Dividend,0.746,0.0011,needs_review_margin,2025-06-26,BioArctic,Professor Lars Lannfelt to receive the 2025 Hartwig Piepenbrock-DZNE Prize,"[*] Professor Lars Lannfelt to receive the 2025 Hartwig Piepenbrock-DZNE Prize Stockholm, Sweden, June 26, 2025– BioArctic AB (publ) (Nasdaq Stockholm: BIOA B) announced today that BioArctic's founder, Professor Lars Lannfelt, will receive the 2025 Hartwig Piepenbrock-DZNE Prize for his pioneering contributions to the understanding of Alzheimer’s disease and to the development of the drug lecanemab. The prize is presented jointly by German Center for Neurodegenerative Diseases (DZNE) and the Piepenbrock Group. The award ceremony will take place in Bonn in November this year. ""I’m proud to have",gmail,
197ac36258ada11a,,admission_delisting,Delisting / Trading halt,0.7761,0.0129,needs_review_margin,2025-06-26,Maersk,Customer advisory: Middle East situation update,"MaerskIf you have trouble viewing this email, click here to view an online version. Customer Advisory Middle East Situation Update 26 June 2025 Dear Customer, Tensions in the Middle East have significantly escalated, impacting operations involving Iran and Israel. Given the ongoing volatility and to ensure the safety of our crew, vessels and customers’ cargo, Maersk temporarily suspended vessel calls to the Port of Haifa. As of 25 June 2025, cargo acceptance to Haifa port for imports has been reopened. We are monitoring the situation very closely and based on the recent developments and with p",gmail,
197ab419c472268d,,guidance_outlook,Guidance / Outlook,0.7907,0.0069,needs_review_margin,2025-06-26,The Logistics Pulse,Storage shift,"Preview text goes here ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ Click here to view online version 26 June 2025 Can strategic warehousing give lifestyle brands the edge? Find out here 5 minExpert Opinion Integrated warehousing, unmatched efficiency Integrating warehousing with fulfilment and leveraging technologies like AI and IoT can unlock control, efficiency, a",gmail,
197ab4fb9a3b4de2,,debt_bond_issue,Debt / Bond issue,0.7418,0.0061,needs_review_margin,2025-06-26,Alvotech,Alvotech’s Lenders Lower Interest on Senior Secured Term Loan Facility,"June 26, 2025 4:15 AM EDT Alvotech’s Lenders Lower Interest on Senior Secured Term Loan Facility View this release → Or click here to view all releases. You are subscribed to Alvotech Investor Relations email alerts. To unsubscribe from all alerts, please click here . Alvotech Saemundargata 15-19, 102 , Reykjavik, , Iceland Service provided by Notified",gmail,
